subject_id,name,description,manufacturer,price
http://www.google.com/base/feeds/snippets/11524039735478682676,computrace lojack for laptops - 1 yr subscription,refuse to be a victim of crime: fact: your laptop has a 1 in 10 chance of being lost or stolen this year. fact: according to fbi estimates the second most common crime just after identity theft is laptop theft. each year 2 million notebook ...,,45.99
http://www.google.com/base/feeds/snippets/11404109022171531561,git captain america: the complete collection dvd-rom,,,42.99
http://www.google.com/base/feeds/snippets/12929795214910360357,broderbund mavis beacon teaches typing standard17,macintosh® minimum system requirements: powerpc g3 333-mhz processor or faster mac os 9.2 mac os 10.2.2 and higher 64 mb ram for mac os 9.2 128 mb ram for mac os 10.2.8-10.3.9 256 mb ram for mac os 10.4.x 16x cd-rom drive 360 mb free hard disk ...,,22.99
http://www.google.com/base/feeds/snippets/15052254484804072386,brighter minds backyard sports,,,19.99
http://www.google.com/base/feeds/snippets/11826796220164615935,modeless software liquid ledger personal finance,works on mac os x intel mac os x,,71.99
http://www.google.com/base/feeds/snippets/11829938385250188093,extensis portfolio 8,system requirements windows current version: 8.1 windows 2000 xp or higher pentium class processor at 1ghz or faster 256mb ram (512mb recommended) xga or higher display at millions of colors 200mb hard drive space cd-rom for installation network ...,,195.99
http://www.google.com/base/feeds/snippets/11927579066669830952,age of empires iii: warchiefs expansion pack,,,34.95
http://www.google.com/base/feeds/snippets/12105115514315351902,apple logic express 7.2,top reasons to get logic express 7.2 universal compatibility: logic express 7.2 is a universal application which means it's designed to run natively on both intel- and powerpc-based macs. stay compatible as apple continues to deliver new ...,,299.99
http://www.google.com/base/feeds/snippets/11630432614273539055,apple iwork '06,,,79.99
http://www.google.com/base/feeds/snippets/11641601394104549163,apple garageband jam pack: rhythm section,system requirements requires garageband (installed with ilife '04 or '05)* logic express 7 or logic pro 7. soundtrack supports loops only in jam packs. macintosh computer with g3 600mhz processor or higher to use apple loops (g4 or g5 required for ...,,95.99
http://www.google.com/base/feeds/snippets/11654629063147846560,destineer tropico 2: pirate cove,system requirements: macintosh computer with an 800 mhz or faster processor os x version 10.2.8 or higher 256 mb ram os x-compatible 32mb+ video card (graphics accelerator) cd/dvd-rom drive 1.8 gb free hard drive space,,29.99
http://www.google.com/base/feeds/snippets/11687167580478628748,microsoft word 2004,system requirements: g3 mac os x compatible. mac os x version 10.2 or later. 128 mb of ram. 196 mb of available hard disk space for a default installation; the hard-disk space requirement varies according to the components you choose to install and ...,,209.99
http://www.google.com/base/feeds/snippets/2044788707045179226,onone software inc. pfp-30001 - photoframe v.3.0 pro - complete product - image editing - 1 user(s) - complete product - standard - pc mac,onone software inc. pfp-30001 : whether you want to add a realistic looking frame to your photos or want to create a unique edge effect all your own photoframe pro is the easiest and most creative way to add border and edge effects to your digital ...,,148.97
http://www.google.com/base/feeds/snippets/9122006997888271580,punch software 14100 punch! professional home design suite for windows,12 powerful programs in one gives you total control over every phase of your home design project including electrical and mechanical systems! punch! professional home design suite is the home design software package that lets you design all of the ...,punch software,62.99
http://www.google.com/base/feeds/snippets/6614738792097944479,onone software inc. mpr-40211 - on1 mask pro v.4.0 - complete product - graphics/designing - 1 user - complete product - standard - pc intel-based mac mac,onone software inc. mpr-40211 : mask pro 4 the premier masking and selection tool for adobe photoshop. using advanced color matching and decontamination technology mask pro 4 helps you create flawless masks from the most difficult images. new and ...,,148.97
http://www.google.com/base/feeds/snippets/11465786913875583817,punch software 83100 - punch! home design architectural series 3000 v 10 (win 98 me nt 2000 xp),punch software 83100 : punch! home design architectural series 3000 combines the power of master landscape pro - version 8 and the strength of interior design suite - version 10 to bring you our most versatile home and landscape design software ...,,124.97
http://www.google.com/base/feeds/snippets/8354689508970608357,palo alto software bppx - palo alto business plan 2007 pro - complete product - business planning - 1 user - complete product - standard - pc,palo alto software bppx : business plan pro 2007 is the 1 selling business planning software providing everything you need to produce a profession business plan that gets results. system requirements: cd-rom enclosed (no cd-rom with download only ...,,83.97
http://www.google.com/base/feeds/snippets/13692542638505368471,palo alto software bpdx - palo alto business plan 2007 pro premier edition - complete product - business planning - 1 user - complete product - standard - pc,palo alto software bpdx : business plan pro 2007 is the 1 selling business planning software providing everything you need to produce a profession business plan that gets results. system requirements: cd-rom enclosed (no cd-rom with download only ...,,184.97
http://www.google.com/base/feeds/snippets/12516109834871224117,palo alto software mpd9 - palo alto marketing plan v.9.0 pro - complete product - business planning - 1 user - complete product - standard - pc,palo alto software mpd9 : marketing plan plan pro is the 1 selling marketing planning software providing everything you need to produce a profession marketing plan that gets results. cd-rom enclosed (no cd-rom with download only orders.) system ...,,149.97
http://www.google.com/base/feeds/snippets/16080101328048625984,punch software 38100 - punch! super home suite - complete product - architectural - 1 user - complete productcomplete productstandard - english - pc,punch software 38100 : the premium home design software solution that lets you view your ideas in ways no other software can. 7 powerful programs in one plus ultimate deck that launch from the same easy-to-use interface including our patented ...,,45.97
http://www.google.com/base/feeds/snippets/11050991040966629398,punch software 84100 - punch! home design architectural series 4000 v.10.0 - architectural - pc,punch software 84100 : punch! home design architectural series 4000 brings you all the features of our industry-acclaimed punch! architectural series 3000 - plus we've fully integrated our most popular landscape software title master landscape pro. ...,,168.97
http://www.google.com/base/feeds/snippets/3325089562849958903,punch software 24100 - punch! 5 in 1 home design - complete product - architectural - 1 user - complete productcomplete productstandard - pc,punch software 24100 : power tools for serious home design plus ultimate deck for the perfect outdoor addition to your living space. p /p 5 powerful programs in one that launch from the same easy-to-use interface including our unique realmodel® ...,,35.97
http://www.google.com/base/feeds/snippets/904752907591542149,webroot software inc 54210 - webroot desktop firewall - firewall - pc,webroot software inc 54210 : a computer without a firewall is easy prey for hackers worms remote access trojans and other online threats. anti-spyware and virus protection are only a part of any security solution. a firewall is a critical ...,,25.97
http://www.google.com/base/feeds/snippets/10901373095934236651,punch software 25100 punch! master landscape and home design,punch! master landscape & home design offers an extensive plantings database deck topography and new technology integrating your actual home photos into infinite 3d views. this garden and landscape software lets you bring your landscaping ideas to ...,punch software,45.99
http://www.google.com/base/feeds/snippets/3785999369106891548,punch software 35100 - punch! home design suite professional - complete product - architectural - standard - 1 user(s) - complete product - pc,punch software 35100 : punch! professional home design suite the total home design software solution that lets you plan every detail of your home. 12 programs in one intuitive easy-to-use interface... powerful professional tools to help you design ...,,59.97
http://www.google.com/base/feeds/snippets/11216712001773264822,me too software 800801 - hijack2 - win 98 me nt 2000 xp/mac 10.0 or higher,me too software 800801 : hijack2 is a laptop tracking software aimed to keep your laptop secure. simply install and configure hijack2 on your notebook computer and begin reaping the beneifits of laptop security! me too software s hijack2 is a ...,,35.97
http://www.google.com/base/feeds/snippets/5585715428749582523,punch software 41100 - punch! home design architectural series 18 - complete product - architectural - 1 user(s) - complete product - standard - english - pc,punch software 41100 : the big story is flexibility and ease of use. architectural series 18 provides innovative new tools to unleash your design creativity. explore new tools for creating complex objects from simple ones presentation tools for ...,,112.97
http://www.google.com/base/feeds/snippets/12017561125627261759,punch software 42100 - punch! home design architectural series 18 - complete product - architectural - 1 user(s) - complete product - standard - english - pc,punch software 42100 : the big story is flexibility and ease of use. architectural series 18 provides innovative new tools to unleash your design creativity. explore new tools for creating complex objects from simple ones presentation tools for ...,,108.97
http://www.google.com/base/feeds/snippets/15756558104583624199,punch software 25100 - punch! master landscape & home design - architectural - 1 user(s) - pc,punch software 25100 : punch! master landscape & home design includes an extensive sortable plantings library organized by nursery-standard zones. deck home exterior topography and other options add realism. new technology allows you to integrate ...,,45.97
http://www.google.com/base/feeds/snippets/6908558013988135436,punch software 20100 - punch! home design - complete product - architectural - 1 user - complete productcomplete productstandard - english - pc,punch software 20100 : punch 5 in 1 home design is a fully integrated 3d home design product. users launch from a single interface: ultimate deck realmodel 3d home landscaping and furniture design products. punch s latest 3d photo realistic ...,,36.97
http://www.google.com/base/feeds/snippets/13792413550965266630,sony media software acid music studio 7 software music production software,acid music studio 7 - music creation and mixing software for windows acid music studio 7 from sony media software is the perfect software tool for original song creation live recording and studio-quality mixing and effects processing. it allows the ...,,69.95
http://www.google.com/base/feeds/snippets/153037367930985749,sony media software sound forge audio studio 8 software music production software,sound forge audio studio 8 audio editing and production software - windows 2000/xp sound forge audio studio 8 software from sony media software is an easy-to-use home version of their flagship sound forge 8 professional software a widely used audio ...,,69.95
http://www.google.com/base/feeds/snippets/1263381651905806931,sage software peachtree complete accounting 2007 software for windows tax & finance software,peachtree complete accounting 2007 software for windows the peachtree complete accounting 2007 software for windows from sage software is an accounting software solution designed for businesses with accounting payroll and inventory needs. the ...,,249.95
http://www.google.com/base/feeds/snippets/11265957088683077055,punch software 25100 punch! master landscape and home design,punch! master landscape & home design offers an extensive plantings database deck topography and new technology integrating your actual home photos into infinite 3d views. this garden and landscape software lets you bring your landscaping ideas to ...,punch software,45.99
http://www.google.com/base/feeds/snippets/11018448213893210660,sony media software american idol extreme music creator software music production software,american idol extreme music creator - loop based music production software for creating backing tracks - windows 2000/xp american idol extreme music creator from sony media software is software for the aspiring singer/musician. it contains all the ...,,49.95
http://www.google.com/base/feeds/snippets/5068947095089747483,sage software peachtree premium accounting 2007 software for windows tax & finance software,peachtree premium accounting 2007 software for windows the peachtree premium accounting 2007 software for windows from sage software is an accounting software solution designed for businesses with accounting payroll and inventory needs. the product ...,,469.95
http://www.google.com/base/feeds/snippets/15318442980556593434,sage software peachtree pro accounting 2007 software for windows tax & finance software,peachtree pro accounting 2007 software for windows the peachtree pro accounting 2007 software for windows from sage software is an accounting software solution designed for small businesses with basic accounting payroll and inventory needs. the ...,,159.95
http://www.google.com/base/feeds/snippets/12931942175551075589,sony media software acid pro 5 music production software,acid pro 5 loop based music production software for windows acid pro 5 is a loop-based music creation tool that allows for the production of original royalty-free music. songs can be created tracks re-mixed music beds developed videos scored and ...,,199.95
http://www.google.com/base/feeds/snippets/4158738238286203856,webroot software inc 17410 - window washer - win 98 me 2000 xp,webroot software inc 17410 : as you work on your computer and browse the internet you leave behind traces of your activity. this information not only takes up valuable disk space but also jeopardizes your privacy. window washer software simply and ...,,25.97
http://www.google.com/base/feeds/snippets/2519306436830554150,punch software 25100 punch! master landscape and home design,punch! master landscape & home design offers an extensive plantings database deck topography and new technology integrating your actual home photos into infinite 3d views. this garden and landscape software lets you bring your landscaping ideas to ...,punch software,45.99
http://www.google.com/base/feeds/snippets/1341133658694254112,software cinema dvd-rom: dvdrom: photoshop cs2 fundamental techniques (training) photoshop software,dvd-rom: photoshop cs2 fundamental techniques (training) with julieanne kost software cinema - photoshop cs2 fundamental techniques - learn essential skills that will become a foundation for a creative and efficient workflow. you will gain a ...,,159.95
http://www.google.com/base/feeds/snippets/7354148618116652287,software cinema dvd-rom: dvdrom: photoshop cs2 advanced techniques (training) photoshop software,dvd-rom: photoshop cs2 advanced techniques (training) by julieanne kost software cinema - photoshop cs2 advanced techniques - methods taught in this program will launch you into advanced realms and give you an artistic edge. master the fearful pen ...,,159.95
http://www.google.com/base/feeds/snippets/2954833753751672874,punch software 14100 punch! professional home design suite for windows,12 powerful programs in one gives you total control over every phase of your home design project including electrical and mechanical systems! punch! professional home design suite is the home design software package that lets you design all of the ...,punch software,62.99
http://www.google.com/base/feeds/snippets/12398024089660412056,sony media software sound forge 9 digital audio production suite music production software,sound forge 9 - professional digital audio production suite with cd architect 5.2 noise reduction 2 and izotope mastering effects bundle - windows 2000/xp and vista sound forge 9 from sony media software is a digital audio editor that includes a ...,,299.95
http://www.google.com/base/feeds/snippets/7954126691882273345,sony media software acid pro 6 software music production software,acid pro 6 loop based music production software for windows special offer acid pro 6 from sony media software is a loop-based music creation tool that allows for the production of original royalty-free music. songs can be created tracks re-mixed ...,,299.95
http://www.google.com/base/feeds/snippets/12546664403196501542,sony media software super duper music looper software music production software,super duper music looper - music making software for children - windows super duper music looper software from sony is a fun easy way for kids to learn the basics of music-making and recording. designed for children ages 6 to 9 the software can be ...,,19.95
http://www.google.com/base/feeds/snippets/13009872890401668351,sony media software sound forge audio studio 9 software music production software,sound forge audio studio 9 - audio editing and production software for windows xp and vista sound forge audio studio 9 software from sony media software is an easy-to-use program containing everything that is needed to produce professional-quality ...,,69.95
http://www.google.com/base/feeds/snippets/534612205120966482,sony media software acid pro 6 software upgrade from acid pro 5 music production software,acid pro 6 loop based music production software for windows - upgrade for owners of acid pro 5 acid pro 6 from sony media software is a loop-based music creation tool that allows for the production of original royalty-free music. songs can be ...,,129.95
http://www.google.com/base/feeds/snippets/8489592412659021834,sp linux we 50 lic/cd 3.0c,,,69216.95
http://www.google.com/base/feeds/snippets/4468026794504477734,sp linux we 50 lic/cd 3.0c,,,69216.95
http://www.google.com/base/feeds/snippets/321181551780335576,topics presents: human body,from brain activity to muscular movement circulatory function to the skeletal system this award-winning suite includes 5 cd-roms that provide a complete guide tutorial and reference source on human anatomy and physiology. features the human 3d; ...,,15.9
http://www.google.com/base/feeds/snippets/949436197920820923,pencil-pal big phonics,overview meet zachary zebra and the rest of the firehouse team! they can't wait to give you a tour of the exciting activities inside the fire station. discover five-alarm fun in an educational game where children practice vowel sounds blends ...,,17.9
http://www.google.com/base/feeds/snippets/8401993747038150345,millies math house,develop fundamental early math skills with millie and friends,,9.9
http://www.google.com/base/feeds/snippets/14902598566526934218,punch software 42100 punch! home design architectural series 18 (small box),architectural series 18 provides innovative new tools to unleash your design creativity. novice or pro punch! architectural series 18 has the tools and flexibility to have anyone designing a professional-looking home design quickly and easily. a ...,punch software,119.99
http://www.google.com/base/feeds/snippets/16246834342456901109,apple software t9164ll/a logic express 6,logic express offers the same flexibility reliability ease of use and precision as its big brother logic pro 6 but at a price point that fits the budget of aspiring pros students and hobbyists give your ideas creative freedom with logic ...,apple software,219
http://www.google.com/base/feeds/snippets/3815040086805205738,cakewalk guitar tracks pro 3 music production software,guitar tracks pro 3 - 32 track audio recording software for windows whether recording a song or trying to capture a flash of inspiration guitar tracks pro 3 provides all the tools needed to deliver professional results. it features a familiar ...,,99
http://www.google.com/base/feeds/snippets/9753054521720614066,apple software m9953z/a remote desktop 2.2 10 client,the 10-client version allows one administrator to manage up to 10 mac os x computers. apple remote desktop 2 delivers over 50 new features including vnc-compatible screen sharing remote shell scripts task lists and remote boot disk selection. ...,apple software,294.99
http://www.google.com/base/feeds/snippets/4601529828088226069,webroot software inc 52310 - spy sweeper with antivirus/child safe 1-pc - win 2000 xp vista,webroot software inc 52310 : get complete protection from the two most dangerous threats on the internet -- spyware and viruses - in a single easy-to-use solution. spy sweeper with antivirus incorporates virus protection by sophos to offer the most ...,,37.97
http://www.google.com/base/feeds/snippets/3306668805908280679,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99
http://www.google.com/base/feeds/snippets/257434657988780139,steinberg cubase studio 4 software music production software,cubase studio 4 - music production system for mac os x and windows xp special offer cubase studio 4 from steinberg is an audio/midi editor/recorder software program tailored to project studios and creative musicians. built around the same core ...,,399.99
http://www.google.com/base/feeds/snippets/1347968736695236641,apple web objects 5.2 software apple & mac software,web objects 5.2 software apple's webobjects allows you to quickly develop and deploy java server applications and standards-based web services. a powerful rapid application development environment that extends the reach of developers and reduces the ...,,689.95
http://www.google.com/base/feeds/snippets/2454405441197407300,e-mu beat garden x for emulator x and proteus x software modules sounds for software,beat garden x - collection of cutting edge techno and dance instruments with acoustic instruments and percussion for emulator x and proteus x software modules techno synth construction yard x from e-mu is a sound set which combines techno and dance ...,,69.99
http://www.google.com/base/feeds/snippets/16537637847870148950,apple software m9301z/b soundtrack v1.2,produce music with thousands of loops and effects! soundtrack brings the art of music composing to everyone. with minimal cost and effort you can produce custom music to your video dvd or web project. you wont need to license a song or hire a ...,apple software,199
http://www.google.com/base/feeds/snippets/272319572293073318,apple software m9372z/a final cut express 2.0 upgrade,now optimized for the power mac g5 and mac os x panther apples feature-rich dv editing software is designed for the complete beginner aspiring filmmaker educator and experienced dv editor alike. create professional-quality video with final cut ...,apple software,79.99
http://www.google.com/base/feeds/snippets/1872945109493928217,apple final cut studio 2 production suite for mac av production software,final cut studio 2 production software suite for mac - final cut pro 6 motion 3 soundtrack pro 2 color compressor 3 dvd studio pro 4 special offer the final cut studio 2 production software suite for mac from apple is the premiere professional suite ...,,1298.95
http://www.google.com/base/feeds/snippets/1167394947195166949,webroot software inc 66410 - spy sweeper (small box) (win 98 me 2000 xp),webroot software inc 66410 : spyware is the fastest growing online threat - studies show that 9 out of 10 internet-connected pcs are infected with spyware. chances are your computer is infected putting your confidential information and your ...,,25.97
http://www.google.com/base/feeds/snippets/7997047825469627962,punch software 85100 - punch!master landscape pro v10 and home design,punch software 85100 : the new! master landscape pro and home design v10 includes a more robust interface for editing specifying precise dimensions displaying options and more. new enhancements for pool design gps sun angles and content updater ...,,59.97
http://www.google.com/base/feeds/snippets/6591008499871907116,encore software a5992jch - dk rainbow fish most beautiful fish in the ocean - win 95 98 me xp,encore software a5992jch : rainbow fish - the most beautiful fish in the oceanproduct informationbased on marcus pfister's bestselling children's books rainbow fish is anamazing underwater adventure filled with games and activities that develop ...,,9.08
http://www.google.com/base/feeds/snippets/10496277297966281940,punch software 20100 punch! 5 in 1 home design,total interior and exterior home design with realistic high-resolution 3d graphics! 20100 punch software,punch software,35.99
http://www.google.com/base/feeds/snippets/3077454195131808819,world book 2006,overview with over 87 years of experience and a global reputation for unsurpassed excellence world book 2006 is firmly established as the premier reference source for students parents teachers and librarians. now the 1 name in reliability and ...,,17.9
http://www.google.com/base/feeds/snippets/3620383930983735395,musicalis universal guitar workshop,overview this musicalis reference program is the complete and indispensable tool for all levels of guitar players from beginner to expert. the guitar is a limitless instrument with countless harmonic possibilities and this program is a unique tool ...,,12.9
http://www.google.com/base/feeds/snippets/3435680088823178198,printshop 20 pro publisher,overview access powerful images and design tools. the print shop is your creative toolbox filled with an infinite number of projects you can personalize for every occasion. design memorable cards calendars newsletters and more using a variety of ...,,34.9
http://www.google.com/base/feeds/snippets/1883379429602083103,data protection security suite 2005,new 2005 version! stompsoft's data protection utility suite 2005 is the ultimate protection and safeguard for your data with 3 powerful software applications. includes backup mypc 2005 recoverlost data 2005 and privacy protector 2005. backup my pc ...,,59.9
http://www.google.com/base/feeds/snippets/17972160650826336548,onone software inc. gpp-55211 - genuine fractals print pro 5 1u,onone software inc. gpp-55211 : onone software inc. genuine fractals print pro 5 1u - gpp-55211,,274.97
http://www.google.com/base/feeds/snippets/1803780371601211439,print shop deluxe 21,overview when you're ready to add a creative touch to your photos and other digital images then print shop 21 deluxe is for you. with over 320000 images and graphics plus another 17500 project templates print shop 21 deluxe gives you everything ...,,44.9
http://www.google.com/base/feeds/snippets/2644254417608822315,the land before time: kindergarten adventure,overview there's plenty to learn in the land before time! and littlefoot and friends are busy making sure it's fun too. important learning experiences are built into entertaining and engaging activities with an emphasis on creativity and teamwork. ...,,12.9
http://www.google.com/base/feeds/snippets/2622452102774676117,kids power fun for girls,music mermaids and madcap adventures four big titles mean big fun for girls. freddi fish 4 the case of the hogfish rustlers of briny gulch: the captivating game of underwater wrangling and reasoning. lilo and stitch: trouble in paradise: lets ...,,15.9
http://www.google.com/base/feeds/snippets/4923451909983851979,i copydvds 2 professional edition,the 1 selling dvd backup solution - bar none! create perfect dvd movie copies. create backups of any dvd movie. burns dvd movies from dvd to dvd. new feature: now includes burn suite 2005 new feature:capture edit and author dvd video new feature: ...,,27.9
http://www.google.com/base/feeds/snippets/4827955808966376315,sony creative software sfas9000 - sound forge audio studio 9,sony creative software sfas9000 : sony media software sound forge audio studio 9. audio editing and production software sound forge audio studio software is the easiest way to record edit encode and master audio on your home computer. record live ...,,53.97
http://www.google.com/base/feeds/snippets/4823291609006887387,reader rabbit preschool,overview reader rabbit and sam the lion are on a sparkly adventure! the land of sparkalot has lost its shine and needs your help to re-sparkle everything from the stars to the flowers. your pre-reading counting and matching skills could save the ...,,17.9
http://www.google.com/base/feeds/snippets/18403148885652932189,fluke networks intair-lap - interpretair wlan survey - complete product - network connectivity/management - 1 user(s) - complete product - standard - pc- free shipping,fluke networks intair-lap : interpretair provides wireless lan installers and network professionals with the vision they need to plan deploy verify and document their 802.11a/b/g wlan networks. interpretair is a wireless site survey tool and much ...,,3277.97
http://www.google.com/base/feeds/snippets/18403352308945312678,microsoft d48-00369 word mac 10.0 eng gov't 659556873790,microsoft d48-00369 word mac 10.0 eng gov't 659556873790,,191.94
http://www.google.com/base/feeds/snippets/18403866794415896226,instant immersion japanese (audio book) (audio book),meetings in mito? holiday in hakone?from kobe to kyoto now you can join the conversation with instant immersion japanese for travelers the dynamic audio language learning system on 8 compact discs. providing effective progressive instruction in ...,,19.95
http://www.google.com/base/feeds/snippets/18399719239824156071,vivendi-universal games inc - 72305 - world of warcraft 60 day prepaid,with the world of warcraft® pre-paid game card you can continue your epic quest for 60 days without a credit card. follow the instructions at www.worldofwarcraft.com/gamecard and be up and running in minutes. the world of warcraft game card is a,,27.99
http://www.google.com/base/feeds/snippets/18400163697429940544,oem internet security suite 2007 3-user single pack,total internet protection,,32.85
http://www.google.com/base/feeds/snippets/18400264612493053038,diskeeper 2007 professional,diskeeper 2007 is a defrag solution like no other. maintain your computers at peak performance without facing defragmenting problems & extending the life of your system. using a brand new technology called invisitasking diskeeper 2007 can defrag ...,,46.95
http://www.google.com/base/feeds/snippets/18400554570218912442,hallmark half-fold matte prem. blank greeting cards(20 pack) (paper),insist on hallmark premium greeting cards for truly spectacular results. easy! print customized greeting cards for any event or occasion. high-quality! heavyweight card stock coated for better color and crisper text. compatible! works with all ...,,10.99
http://www.google.com/base/feeds/snippets/18400846626733696167,sea scene: living underwater worlds,bring the serenity of the ocean to yourpc!product informationenjoy the beauty and serenity of a virtual aquarium so real you will thinkyou're underwater. the lifelike marine habitats and amazing 3d modeled fish willtake your breath away. it features ...,,19.55
http://www.google.com/base/feeds/snippets/18396354299258717606,autodesk 34006-010008-160 raster design 2006 essentials,raster design 2006 essentials,autodesk,52.99
http://www.google.com/base/feeds/snippets/18415890873747923115,gods: lands of infinity - spec,,,16.99
http://www.google.com/base/feeds/snippets/18407763828897928168,iaudioize magnetic time for pc and mac,hobby software; for pc mac media format cd listen to your emails or word documents on your ipod pda phone or any mp3 player. bring everyday information from the pc desktop to your portable audio devices in mp3 format. create your own ...,,39.99
http://www.google.com/base/feeds/snippets/18403568462989725383,global marketing partners icopydvds2 ultra by digital wunders,full version dvd-rom,,79.9
http://www.google.com/base/feeds/snippets/18397190495511936667,hp procurve mobility manager - ( v. 1.0 ) - license and media,hp procurve mobility manager - ( v. 1.0 ) - license and media - 1 user - win,,1537.06
http://www.google.com/base/feeds/snippets/18396633258112051350,office mac student/teach 04,model- ms-cd73797mc vendor- microsoft corporation features- office 2004 for mac student and teacher edition- full version office 2004 for mac student and teacher edition gives you all the leading presentation spreadsheet word processing and e-mail ...,,146.02
http://www.google.com/base/feeds/snippets/18396389648150219430,microsoft office and windows training professional,for almost two decades learn2 has helped over 8000000 consumers including professionals from fortune 500 companies and government agencies to enhance their computer skills. let the in-depth courseware in learn2 training pro for microsoft office,,29.99
http://www.google.com/base/feeds/snippets/18398774476993389905,reel deal casino quest (win 95 98 me 2000 xp),reel deal casino quest! brings the high-paced fast action of a los vegas casino right to your pc move your character through the bustling casino to explore every corner and every game. enter tournaments to achieve master status of each game and ...,,19.95
http://www.google.com/base/feeds/snippets/18399328874850787866,encore inc - 10669 - hoyle backgammon,hoyle the 1 best selling game authority revives yet another classic board game. hoyle backgammon is great for players of all levels! system requirements: windows® 98se/me/2000 sp4/xp (home and pro) sp1¹ pentium® ii 233mhz 32mb ram (,,7.17
http://www.google.com/base/feeds/snippets/18398703861878507186,hewlett packard 213076-b26 secure path v4.0c win wkgp ed 1 lic/cd,secure path v4.0c win wkgp ed 1 lic/cd,,1888.39
http://www.google.com/base/feeds/snippets/18398718226932431716,ilife '06 mac - apple - ma166z/a,ilife '06 the must-have update to apple's award-winning suite ofdigital lifestyle applications delivers major upgrades to iphoto imovie hd idvd and garageband plus an innovative new applicationcalled iweb for creating stunning web pages blogs ...,,47.8
http://www.google.com/base/feeds/snippets/18393898679155461769,equilibrium debabelizer pro 6 0 win 1 u windows xp,full version standard license package type: retail for 1 user/s cd-rom mpn: 112100602,,382.9
http://www.google.com/base/feeds/snippets/18393792313881524360,window washer,a pc magazine editorsæ choice award winner window washer® 6.0 improves pc performance in just minutes by cleaning out system clutter. additionally window washer protects your privacy by washing away online activities that are traced through your i,,22.99
http://www.google.com/base/feeds/snippets/18393736281334607132,borland hdb0006wwcs180 upg delphi 2006 prof nmd f/del v3 2005 pro cd,upg delphi 2006 prof nmd f/del v3 2005 pro cd,,453.71
http://www.google.com/base/feeds/snippets/18394332776181186072,digital video& audio prod book,launch your video & audio skills to new heights with the digital video & audio production. newly revised for version 7 by the original authors this book puts the stunning capabilities of vegas software right where they belong: in your production ...,,27.5
http://www.google.com/base/feeds/snippets/18395554978346558556,microsoft w87-02380 office sbe 2007 win32,office sbe 2007 win32,,400.34
http://www.google.com/base/feeds/snippets/18395632346791388859,eidos interactive 40022 tomb raider: legend ds 788687400220,eidos interactive 40022 tomb raider: legend ds 788687400220,,19.8
http://www.google.com/base/feeds/snippets/18394964067436310447,microsoft windows vista home basic upgrade (pc),key features: easy to set up and use improved reliability added security parental controls ...,,99.99
http://www.google.com/base/feeds/snippets/18395209041486825295,adobe 42050106 acrobat distiller svr v6-cd sun 100u,acrobat distiller svr v6-cd sun 100u 42050106 adobe,adobe,5399.99
http://www.google.com/base/feeds/snippets/18396085441922746096,computrace lojack for laptops - 1 year license (win 2000 xp),computrace lojack for laptops is a software-enabled recovery service that allows law enforcement to recover stolen laptops. if your laptop is stolen and isn t recovered within 30 days we will refund your purchase of lojack for laptops. system ...,,49.95
http://www.google.com/base/feeds/snippets/18395637668335924867,learn2 training for microsoft powerpoint (win 95 98 me nt 2000 xp),over 8000000 sold! used by fortune 500 companies and top government agencies for training learn2 training for microsoft powerpoint will walk you through the process of learning the world's most popular presentation software for pcs. learn2 training ...,,9.99
http://www.google.com/base/feeds/snippets/18395874674910243298,brain play preschool - 1st grade,boost growing minds with the brain-building activities of brain play! learn important reading math logic and typing skills on cd-roms and then practice skills with a comprehensive workbook that reinforces learning lessons.system requirements: ...,,25.99
http://www.google.com/base/feeds/snippets/18391195855196917401,symantec 11859201 be sys recovery 7.0 win sbs ed media cd m/l,be sys recovery 7.0 win sbs ed media cd m/l,,31.98
http://www.google.com/base/feeds/snippets/18392335669009428265,backup exec 10d win adv disk v10.1 e/f/g/s/i/j/c/k full pk,backup exec 10dwindows advanced disk backup optionv10.1 e/f/g/s/i/j/c/kfull package product,,309.99
http://www.google.com/base/feeds/snippets/18392141725886908183,crystal reports xi professional edition - complete package,crystal reports xi professional edition - complete package - 1 user - win - french,,537.57
http://www.google.com/base/feeds/snippets/18391914133104937904,sos aggregation company - 100800104 - buku karkuro - topware interactive,this game of logic and strategy will enhance even the most seasoned mind. get into the puzzle craze! hours and hours of addictive kakuro puzzle. create and solve your own puzzles. make your own playing boards or choose various themes. easy to learn,,15.95
http://www.google.com/base/feeds/snippets/18391865764441158658,pxl smartscale for mac/win,one image any size.,,159.95
http://www.google.com/base/feeds/snippets/18388359068656820969,norton internet security 2008 10 user,stay protected from the latest online threats. norton internet security(tm) 2008 runs quietly in the background to detect & block today's complex threats. the components in norton internet security including antispyware antivirus firewall & ...,,199.99
http://www.google.com/base/feeds/snippets/18387306349260922373,intuit inc 299529 qb prem mfg & whlesle 07 (intuit inc 299529),intuit inc 299529 - flat $5 shipping! 14 in stock as of 08/13/07 06:58 pm. avoid backorders with us!,,335.99
