subject_id||<http://schema.org/Product/warc>||<http://schema.org/Product/manufacturer>||<http://schema.org/Product/product_gtin>||<http://schema.org/Product/wattage>||<http://schema.org/Product/weight>||<http://schema.org/Product/phone_carrier>||<http://schema.org/Product/processor_type>||<http://schema.org/Product/front_cam_resolution>||<http://schema.org/Product/memory>||<http://schema.org/Product/width>||<http://schema.org/Product/body_material>||<http://schema.org/Product/depth>||<http://schema.org/Product/brand>||<http://schema.org/Product/display_resolution>||<http://schema.org/Product/phone_type>||<http://schema.org/Product/height>||<http://schema.org/Product/product_type>||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||<http://schema.org/Product/computer_operating_system>||<http://schema.org/Product/display_size>||<http://schema.org/Product/color>||<http://schema.org/Product/dimensions>||<http://schema.org/Product/rear_cam_resolution>||<http://schema.org/Product/ram>||<http://schema.org/Product/product_code>||<http://schema.org/Product/mpn>||<http://schema.org/Product/url>||<http://schema.org/Product/modelnum>||
http://dws.products.wdc/node5b8113d6ef95c3493746970be5aa054||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||display||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/wooden-charging-stand-holder-wood-dock-cradle-display-for-apple-watch-iwatch-38mm-42mm-for-iphone/32458486083.html?ws_ab_test=searchweb201556_6%2csearchweb201644_2_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_3%2csearchweb1451318400_-1%2csearchweb1451318411_6448&btsid=e10902e7-0f5a-4cee-a083-3452590badd9&_escaped_fragment_=||||
http://dws.products.wdc/node756ad0d250b29bdc78805675cbd727b||ebay.com0.warc.nq.gz||||||2840mah||5.54 oz||||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||||<http://schema.org/Product>||android||5 in||gunmetal gray||||20 mp||||821793045111||6735a||http://www.ebay.com/itm/good-condition-gunmetal-gray-htc-one-m9-32gb-at-t-clean-imei-more/321988910015?_trksid=p2047675.c100011.m1850&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35217%26meid%3d1442368dc16f4f87952b662ae0f65f0f%26pid%3d100011%26rk%3d6%26rkt%3d10%26sd%3d121879448121||||
http://dws.products.wdc/nodef0ced9e4e998d84a91147a4ed92be||ebay.com3.warc.nq.gz||korea, republic of||||3000 mah||5.39 oz||||2.1 ghz octa core||||32gb||2.98 in||||0.27 in||samsung||2560 x 1440 pixels||galaxy s6 edge+||6.07 in.||smartphone||<http://schema.org/Product>||android||5.7 in||black sapphire||||16 mp||4gb||||sm-g928azkeatt||http://www.ebay.com/itm/new-samsung-galaxy-s6-edge-plus-sm-g928a-32gb-black-unlocked-att-t-mobile-/321925889085?hash=item4af4473c3d:g:joqaaoswiwvwr~ce||||
http://dws.products.wdc/node3e16dcc457e48036cfe04184571286d||ebay.com0.warc.nq.gz||||||2840 mah||5.54 oz||verizon||||||32gb||2.74 in.||||0.38 in||htc||||one m9||5.69 in||smartphone||<http://schema.org/Product>||android||5 in||gunmetal gray||||20 mp||||||htc6535lvw||http://www.ebay.com/itm/works-perfect-htc-one-m9-32gb-gunmetal-gray-verizon-bad-esn-/151942943082?hash=item236081516a:g:j6iaaoswaa5wj08f||||
http://dws.products.wdc/node827ff0ee9f15383e6eaf4af8c8c788b||target.com0.warc.nq.gz||||||||||verizon||||||32gb||||||||samsung||||galaxy s6 edge||||||<http://schema.org/Product>||||||black||||||||||||http://intl.target.com/p/samsung-galaxy-s6-32gb-edge-black-verizon-with-new-2-year-contract/-/a-17209902||||
http://dws.products.wdc/node7e152b885767185b076f741cc97ea5||ebay.com0.warc.nq.gz||||||1432mah||4.9 oz||||||||16gb||2.31 in||||0.37 in||apple||960 x 640 pixels||iphone 4s||4.5 in||||<http://schema.org/Product>||||3.5 in||black||||8 mp||||885909459834, 885909527052||mc918ll/a||http://www.ebay.com/itm/apple-iphone-4s-16gb-at-t-black-smartphone-good-condition-/361375916070?hash=item5423aee026&_sid=2048038||||
http://dws.products.wdc/node334de8c76df4328f30f961a864f59d3f||tesco.com0.warc.nq.gz||||||1810mah||129.0?gram||tesco mobile||apple a8. dual-core 1.4 ghz cyclone (arm v8-based)||1.3 mp||16gb||67.0?millimetre||||7.0?millimetre||||||iphone 6||138.0?millimetre||smart phone||<http://schema.org/Product>||ios 8||4.7 in||silver||||8 mp||1gb||||||http://www.tesco.com/direct/tesco-mobile-iphone-6-16gb-silver/565-9517.prd||||
http://dws.products.wdc/node1378b4d5b0fd8fe35a5a46a6b274ac||ebay.com0.warc.nq.gz||||||||||||dual core||||8gb||||||||apple||||iphone 5c||||||<http://schema.org/Product>||varies||||white||||8 mp||1gb||715660703207||mg2e2ll/a||http://www.ebay.com/itm/apple-iphone-5c-8gb-white-unlocked-smartphone-no-contract-gsm-pack-/281902634738?hash=item41a2b4d6f2:g:co8aaoswo6lwgydr||||
http://dws.products.wdc/node54f52dcedb7edbaa4931604bbd8def6d||ebay.com0.warc.nq.gz||||||||||||quad core||||32gb||||||||htc||||one m7||||||<http://schema.org/Product>||android||4.7 in||||||4 mp||||||does not apply||http://www.ebay.com/itm/htc-one-m7-32gb-black-at-t-unlocked-android-smartphone-new-in-box-/131660526297?hash=item1ea79432d9:g:t~4aaoswwe5wu5i3||||
http://dws.products.wdc/node1bc5ac79677f3caa152efbd51ee1fb4||shop.com0.warc.nq.gz||||||||||||||||64gb||||||||apple||||iphone 6||||||<http://schema.org/Product>||ios 8||4.7 in||||||8 mp||1gb||||||http://www.shop.com/apple+iphone+6+64gb+4g+lte+unlocked+gsm+cell+phone+silver-1264397227-p+.xhtml||||
http://dws.products.wdc/node2f3efb6c3021307a8f4c691256c81df||macmall.com0.warc.nq.gz||||||||5.43 oz||||qualcomm snapdragon 810||||32gb||2.8 in||||0.3 in||||1920 x 1080 pixels||xperia z5||5.7 in||android smartphone||<http://schema.org/Product>||||5.2 in||graphite black||||||3gb||||||http://www.macmall.com/p/sony-ericsson-cellular-telephony/product%7edpno%7e13784139%7epdp.baacfgaf||||
http://dws.products.wdc/node245fb68d79ead5ebd598d457c799347||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||android||5.5 in||brown leather colors||||||3gb||||lg g4 h815 32gb||http://www.ebay.com/itm/new-lg-g4-h815-32gb-hexa-core-factory-unlocked-5-5-qhd-16mp-brown-leather/262254349518?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35314%26meid%3d9334b83867ee408299bf562fe1d2773f%26pid%3d100005%26rk%3d6%26rkt%3d6%26sd%3d231835467625&rt=nc||||
http://dws.products.wdc/nodea6e1f2f1b352e1865aa0852bf44e61||ebay.com0.warc.nq.gz||||||1810mah||4.55 oz||||||||16gb||2.64 in.||||0.27 in.||apple||1334x750||iphone 6||5.44 in||||<http://schema.org/Product>||||4.7 in||gold||||8 mp||||||mg4q2ll/a||http://www.ebay.com/itm/apple-iphone-6-16gb-gold-at-t-smartphone-please-read-description-/321997656305?hash=item4af88e50f1:g:g84aaoswx~dwsx0z||||
http://dws.products.wdc/node1f9bc74f38a06864c5b96033953c579||ebay.com0.warc.nq.gz||||||||||||aluminium, graphite, frost||||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||||||||||||h1512||http://www.ebay.com/itm/huawei-google-nexus-6p-h1512-64gb-factory-unlocked-5-7-silver-white-grey/191765392545?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33878%26meid%3dd3b9a0578df546caa377eb25982d2ded%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d161934143792&rt=nc||||
http://dws.products.wdc/node10ae61df6f3aa66b81ac8675d289d48||ebay.com0.warc.nq.gz||||||||||||||||||||||||apple||||iphone 5c||||||<http://schema.org/Product>||ios||||||||||16gbfeatures 4g data capable, bluetooth enabled, global ready, gps, internet browser, music player, qwerty keyboard, speakerphone, touchscreen, wi-fi capable||||me569ll/a||http://www.ebay.com/itm/new-iphone-5c-16gb-factory-gsm-worldwide-unlocked-phone-whitepinkbluegreenyellow-/121743680463?var=&hash=item61f60834da&vti=color%09yellow||||
http://dws.products.wdc/node3795ceedd36797fc293b98159df5c3||shop.com0.warc.nq.gz||||||||||||||||||||||||decalgirl||||sx10-haber||||||<http://schema.org/Product>||||||||||||||dcgrl91191||||http://www.shop.com/decalgirl+sx10+haber+sony+xperia+x10+mini+skin+haberdashery-921424705-p+.xhtml||||
http://dws.products.wdc/nodeb71956211a5b37204a89dd4b3d41e7f9||newegg.com0.warc.nq.gz||||||2600mah||4.66 oz||||exynos 7420||5 mp||64gb||||||||samsung||518 ppi||galaxy s6 edge||||||<http://schema.org/Product>||android v5.0.2 (lollipop)||5.1 in||black||5.59 x 2.76 x 0.28 in||16 mp||3gb||||g925a 64gb blk||http://www.newegg.com/product/product.aspx?item=n82e16875169137&cm_re=samsung_s6_edge-_-75-169-137-_-product||||
http://dws.products.wdc/nodeff9762bc5da41d1ab3c3bd6c36401240||walmart.com0.warc.nq.gz||||||||||verizon||||||16gb||||||||apple||||iphone 5c||||||<http://schema.org/Product>||||||pink||||||||||me557ll/a||http://www.walmart.com/ip/49017046||||
http://dws.products.wdc/node3b973cae81772f5a2788dbb1f07df613||newegg.com0.warc.nq.gz||||||2300mah||143g||unlcoked||qualcomm snapdragon 600||2.1 mp, 880 wide angle lens with hdr capability||16gb||||||||htc||||one m7||||||<http://schema.org/Product>||||||silver||137.4 x 68.2 x 9.3mm||||2gb||||||http://www.newegg.com/product/product.aspx?item=9sia61c2vz4697&sortfield=0&summarytype=0&pagesize=10&selectedrating=-1&videoonlymark=false&isfeedbacktab=true||||
http://dws.products.wdc/nodeda95658608d772fe1c7f3f19ebc4269||ebay.com1.warc.nq.gz||||783583637732||1560 mah||3.95 oz||factory unlocked||||||16gb||2.31 in||||0.3 in||apple||1136 x 640 pixels||iphone 5s||4.87 in.||smartphone||<http://schema.org/Product>||||4 in||space gray||||8 mp||||||me296ll/a||http://www.ebay.com/itm/apple-iphone-5s-16gb-space-gray-factory-unlocked-smartphone-/131720238985||||
http://dws.products.wdc/node99a97b0f27c2c4d5b49cf3a12e3c4a7||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||vega||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/free-shipping-imak-vega-for-huawei-nexus-6p-soft-flexible-silicon-skin-cover-case-with-gift/32534519508.html?ws_ab_test=searchweb201556_2%2csearchweb201644_2_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_1%2csearchweb1451318400_-1%2csearchweb1451318411_6448&btsid=5747095d-99fa-49b3-a386-9a95610f677c&_escaped_fragment_=||||
http://dws.products.wdc/nodea5d4db945aebe16d836fc1d4cb5a7||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m9||||||<http://schema.org/Product>||android||||silver||||||||||htc one m9||http://www.ebay.com/itm/unlocked-htc-one-m9-32gb-silver-3gb-ram-20-7-mp-5-full-hd-android-5-0-/222013848353?hash=item33b10e7b21:g:zv4aaosw7abvgeab||||
http://dws.products.wdc/nodebc21da2377284fabaa6255d9904cc969||tesco.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||white||||||||||||http://www.tesco.com/direct/case-it-iphone-6-standard-vertical-flip-case-white/759-1271.prd?pagelevel=&skuid=759-1271||||
http://dws.products.wdc/node5802c731d821c4820d7584326822c59||ebay.com0.warc.nq.gz||||||2840mah||5.54 oz||verizon||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||smartphone||<http://schema.org/Product>||android||5 in||gunmetal gray||||20 mp||||||ebay_htconem932gbgunmetalgrayverizon||http://www.ebay.com/itm/unlocked-htc-one-m9-4g-lte-verizon-32-gb-gsm-gunmetal-9-9-10-in-box-9560-/231827580065?hash=item35fa0024a1:g:w-kaaoswl9bwmjif||||
http://dws.products.wdc/nodea2fc23e53c7b59109da9d547cc19f7da||alibaba.com0.warc.nq.gz||guangdong, china (mainland)||||||9g/pcs||||||||||||||||apple iphones||||||||high quality and 100% fit||<http://schema.org/Product>||||||9 colors available,just as the following photos.||||||||||||http://www.alibaba.com/product-detail/free-sample-phone-case-for-iphone_60333809810.html||||
http://dws.products.wdc/node33f4937f36811394a77bca457de4fd||macmall.com0.warc.nq.gz||||||||||||||||||||||||||||||||box pack||<http://schema.org/Product>||||||||||||||||||http://www.macmall.com/p/corel-utilities-software/product%7edpno%7e13577310%7epdp.jdacaae||||
http://dws.products.wdc/node793246a4c337abe2e0d22478d81a67f||ebay.com0.warc.nq.gz||||||1432mah||4.9 oz||||||||16gb||2.31 in.||||0.37 in||apple||960 x 640 pixels||iphone 4s||4.5 in||||<http://schema.org/Product>||||3.5 in||white||||8 mp||||885909459858, 885909525225||mc920ll/a||http://www.ebay.com/itm/apple-iphone-4s-16gb-white-at-t-smartphone-/291672082368?hash=item43e902c7c0:g:km0aaoswoydwqlum||||
http://dws.products.wdc/node19b8dbc66c4832d870658c40e1d87f54||ebay.com0.warc.nq.gz||||||||||||quad corelock status network locked||||32gb||||||||htc||||one m8||||||<http://schema.org/Product>||||5 in||gray||||5 mp||||821793039523||6217a||http://www.ebay.com/itm/htc-one-m8-for-windows-32gb-gunmetal-gray-at-t-32-gb-new-other-/291640272176?hash=item43e71d6530:g:k-4aaosw~bfwm33i||||
http://dws.products.wdc/node9c21dd6ddaf88b5983233fc92a742ce7||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||lg g4||||||<http://schema.org/Product>||android||||black||||||||652810815901||does not apply||http://www.ebay.com/itm/new-lg-g4-32gb-black-genuine-leather-vs986-clean-esn-verizon-lte-unlocked/281921875760?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33877%26meid%3d59a50193df584894871754cfce55db99%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d222014643451&rt=nc||||
http://dws.products.wdc/node32b283c0e13f4bf690e115fc116b4320||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||n/a||purple||||||||||||http://www.newegg.com/product/product.aspx?item=9sia36738y6117&cm_re=htc_one_m9-_-9sia36738y6117-_-product||||
http://dws.products.wdc/node352cd19a8514dd487e776cf1999f095||tesco.com0.warc.nq.gz||||||n/a||4.9 oz||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||16gb||5.4 in||||2.6 in||apple||||iphone 6s plus||0.2 in||||<http://schema.org/Product>||ios 9||5.5 in||gold||||||n/a||||||http://www.tesco.com/direct/iphone-6s-plus-16gb-rose-gold/416-1015.prd?pagelevel=&skuid=416-1015||||
http://dws.products.wdc/nodea72c551a082de69501b668cf913b21||walmart.com0.warc.nq.gz||||||||||||||||||||||||seidio||||||||||<http://schema.org/Product>||||||||||||||||sed-01195||http://www.walmart.com/ip/new-seidio-surface-hard-durable-phone-holster-belt-clip-for-htc-one-m9-hima-black/45112157||||
http://dws.products.wdc/node2c68f1a70da9b3da1959fb035ef6bf||shop.com0.warc.nq.gz||||||||||||||||||||||||decalgirl||||sx10-tweet-dk||||||<http://schema.org/Product>||||||||||||||dcgrl91191||||http://www.shop.com/decalgirl+sx10+tweet+dk+sony+xperia+x10+mini+skin+tweet+dark-920058328-p+.xhtml||||
http://dws.products.wdc/node615e3db64a272ff8b780166df5fecfa0||ebay.com0.warc.nq.gz||||||1510mah||4.65 oz||||||||16gb||2.33 in||||0.35 in||apple||1136 x 640 pixels||iphone 5c||4.9 in||||<http://schema.org/Product>||||4 in||green||||8 mp||||885909741762||me556ll/a||http://www.ebay.com/itm/apple-iphone-5c-16gb-green-verizon-factory-unlocked-/252273895018?hash=item3abcb2266a:g:7zmaaosw--1wr49t||||
http://dws.products.wdc/node1e258b7b27acc71f65a7240b9dd8e32||tesco.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||multi||||||||||||http://www.tesco.com/direct/speck-iphone-6-47-candyshell-inked-rainbow-drop-patternbeaming-orchid-purple/722-5094.prd?pagelevel=&skuid=722-5094||||
http://dws.products.wdc/node8b3c14db31ca4a62a9d06320723ba7a3||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||case||<http://schema.org/Product>||||||color||||||||||||http://www.aliexpress.com/item/huawei-nexus-6p-case-high-quality-tpu-pc-case-protective-back-cover-for-huawei-nexus-6p/32492463078.html?ws_ab_test=searchweb201556_2%2csearchweb201644_2_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_1%2csearchweb1451318400_-1%2csearchweb1451318411_6452&btsid=56f20554-a186-429c-b831-74cc5af98f2e&_escaped_fragment_=||||
http://dws.products.wdc/node79c0148995a9fa6594addf5b9d7086d3||walmart.com1.warc.nq.gz||||||||||||||||||||||||lg||||g4||||||<http://schema.org/Product>||android||5.5 in||black||3.00 x 6.00 x 9.00 in||16 mp||||||h815 32gb blk||http://www.walmart.com/ip/lg-g4-h815-32gb-gsm-4g-lte-hexa-core-android-smartphone-unlocked/45799600?action=product_interest&action_type=title&item_id=45799600&placement_id=irs-2-m2&strategy=pwvav&visitor_id&category=&client_guid=682e0b72-c917-4b4a-960d-7b7818efd9f3&customer_id_enc&config_id=2&parent_item_id=46641583&parent_anchor_item_id&guid=73e6d309-de54-4c28-bede-711b07ecd7f6&bucket_id=irsbucketdefault&beacon_version=1.0.1&findingmethod=p13n||||
http://dws.products.wdc/node518b147c8e13cf17ffd56c57b7a1ad12||ebay.com0.warc.nq.gz||||||||||||quad core||||||||||||htc||||one m7||||||<http://schema.org/Product>||android||4.7 in||silver||||4 mp||||||||http://www.ebay.com/itm/new-htc-one-6500-m7-verizon-unlocked-android-smartphone-32gb-silver-/262242477539||||
http://dws.products.wdc/node2658896888713e58963c26dc19bb8c17||shop.com0.warc.nq.gz||||||||||||||||||||||||decalgirl||||sx10-flor_blu||||||<http://schema.org/Product>||||||||||||||dcgrl91191||||http://www.shop.com/decalgirl+sx10+flor+blu+sony+xperia+x10+mini+skin+flores+agua-921232400-p+.xhtml||||
http://dws.products.wdc/node11f04007cd0f5dcb2629412dc53fb27||newegg.com0.warc.nq.gz||||||2550mah||4.87 oz.||gsm compatible.||double quad-core||||32gb||||||||samsung||577 ppi||galaxy s6||||||<http://schema.org/Product>||||5.1 in||black sapphire||5.65 x 2.78 x 0.27 in||16 mp||3gb||||||http://www.newegg.com/product/product.aspx?item=n82e16875169087&cm_re=samsung_s6-_-75-169-087-_-product||||
http://dws.products.wdc/node32d5cc57358b482a8b10cb6443ba4||flipkart.com15.warc.nq.gz||||||||||||||||||||||||stzone||||apple iphone 4||||||<http://schema.org/Product>||||||red, blue||||||||||||http://www.flipkart.com/stzone-apple-iphone-4-accessory-combo/p/itmebfdgysphzpmj?pid=macebfdgj5vygdwj&ref=l%3a-454965879573822820&srno=b_13||||
http://dws.products.wdc/node16f0b9847af4da78d9ab145f2da4736b||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m9||||||<http://schema.org/Product>||||||gunmetal gray||||||||||||http://www.ebay.com/itm/in-plastic-htc-one-m9-32gb-gunmetal-gray-at-t-straight-talk-clean-esn-/231766556591?var=&hash=item35f65cffaf:m:mw-agbasto1tasw6xsaiong||||
http://dws.products.wdc/node106072b227221966b7e25b5579973bd||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m7||||||<http://schema.org/Product>||android||||silver||||||||||htc6500lvw||http://www.ebay.com/itm/htc-one-m7-32gb-black-unlocked-smartphone-/151970709703?hash=item23622900c7:g:giaaaoswl7vwsfkc||||
http://dws.products.wdc/nodecc5642a8ef6cac90daa192e6bbef1b3||flipkart.com3.warc.nq.gz||||||||||||||||||||||||blutec||||||||||<http://schema.org/Product>||||||transparent||||||||||||http://www.flipkart.com/blutec-211303-screen-guard-htc-one-m9/p/itmeapabet3bb6gh?pid=acceapabnsyfec8n&ref=l%3a-8001547149213351500&srno=p_1&query=htc+one+m9&otracker=from-search||||
http://dws.products.wdc/node202650bf20e59eaa463fbfb43a713fc||searsoutlet.com0.warc.nq.gz||||||||0.34 in||consumer cellular||||||8gb||2.85||||0.46 in||motorola||||moto g||5.59 in||||<http://schema.org/Product>||android 5.1||||black||||||||||||http://www.searsoutlet.com/motorola-moto-g-lte-3rd-generation-/d/product_details.jsp%3fmd%3dct_md%26cid%3d8142%26pn%3d1%26ps%3d391%26pid%3d148511&mode=buyusedonly&itemselectiontype=all||||
http://dws.products.wdc/node3294622ee945f5a4bf7c3ee2969bd0c4||shop.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||||||leather||||16 mp||||||h815||http://www.shop.com/lg+g4+h815+hexa+32gb+brown+international+version+factory+unlocked+16mp+5+5+4g-1338404521-p+.xhtml||||
http://dws.products.wdc/nodeeee1d5b23a8fce6c28b3f6c0eb4a65||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||sony||||z5 premium||||||<http://schema.org/Product>||android||||black, gold, chrome||||||||||||http://www.ebay.com/itm/brand-new-unlocked-sony-xperia-z5-premium-32gb-lte-chrome-dual-sim-/301857483168?hash=item46481ba9a0:g:5peaaoswkzhwrlpj||||
http://dws.products.wdc/node2fbc83c57db763cb4f1776fbe5334c||tesco.com0.warc.nq.gz||||||n/a||7 oz||||a9||||128gb||5.4 in||||2.6 in||||||iphone 6s||0.2 in||||<http://schema.org/Product>||ios 9||4.7 in||gold||||||n/a||||||http://www.tesco.com/direct/iphone-6s-128gb-rose-gold/107-9298.prd?pagelevel=&skuid=107-9298||||
http://dws.products.wdc/node856cb283cfce213955528e9bae7bd||ebay.com10.warc.nq.gz||||||3000mah||5.39 oz||t-mobile||||||32gb||2.98 in.||||0.27 in||samsung||2560 x 1440 pixels||galaxy s6 edge+||6.07 in||smartphone||<http://schema.org/Product>||||5.7 in||gold platinum||||16 mp||||||sm-g928tzdatmb||http://www.ebay.com/itm/mint-samsung-galaxy-s6-edge-sm-g928t-32gb-gold-t-mobile-clean-imei-/131656549489?hash=item1ea7578471:g:o50aaosweuxwtnoi||||
http://dws.products.wdc/node18ba821b13a17713e44810701cab||aliexpress.com0.warc.nq.gz||||||||||||core||||16gb/32gb/64gb||||||||apple||||iphone 4s||||phone||<http://schema.org/Product>||8||||||||8 mp||||||||http://www.aliexpress.com/item/authorised-retailer-original-apple-iphone-4s-16gb-32gb-ios-7-3g-wifi-gps-8mp-1080p-3/1718855186.html?ws_ab_test=searchweb201556_1%2csearchweb201644_4_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_3%2csearchweb1451318400_-1%2csearchweb1451318411_6452&btsid=9ace5619-80c1-465b-83a0-af59a74fe293&_escaped_fragment_=||||
http://dws.products.wdc/node154f19ef85d839ec109559cea7215f3||flipkart.com8.warc.nq.gz||||||||||||||5 mp||64gb||||||||apple||retina display, 750 x 1334 pixels||iphone 6s||||||<http://schema.org/Product>||||4.7 in||gold||||12 mp||||||mkqq2hn/a||http://www.flipkart.com/apple-iphone-6s/p/itmebysgqertms7g?pid=mobeby3v6hyjhtub&ref=l%253a4285359536421683271&srno=p_10&query=iphone%2b6&otracker=from-search&primarysection=seller_table&sellerssortedby=price||||
http://dws.products.wdc/node9233edcd053884a44e06554e2e21b1||ebay.com10.warc.nq.gz||||||||||factory unlocked gsm t-mobile at&t etc.||octa-core 1.5gh||||64gb||||||||samsung||||s6 edge||||||<http://schema.org/Product>||android os, v5.0.2 (lollipop)||5.1 in||||||16 mp||3gb||690443857721||g925f||http://www.ebay.com/itm/new-samsung-galaxy-s6-edge-g925f-64gb-gsm-factory-unlocked-16mp-black-/181934917484?hash=item2a5c2a876c:g:g4qaaoswwbdwggik||||
http://dws.products.wdc/node166445c08466e0d5ffac81cce290803b||microcenter.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black/gray||||||||840076108398||||http://www.microcenter.com/product/443339/dualpro_shine_for_iphone_6_-_gunmetal-black||||
http://dws.products.wdc/node4c56fb323a2427e2cca7f5f5e8a08516||walmart.com4.warc.nq.gz||||||||||unlocked||||||||||||||nokia||||lumia 520||||||<http://schema.org/Product>||windows phone||4 in||black||4.72 x 2.52 x 0.39 in||5 mp||||||520 blk||http://www.walmart.com/ip/nokia-lumia-520-smartphone-unlocked/34743921?action=product_interest&action_type=title&item_id=34743921&placement_id=irs-105-m3&strategy=tic&visitor_id&category=&client_guid=61ba67fc-8684-4311-9be1-94a9113ae386&customer_id_enc&config_id=105&parent_item_id=48956570&parent_anchor_item_id&guid=7c5fa5e3-bd45-4016-96b2-586aa48d391c&bucket_id=irsbucketdefault&beacon_version=1.0.1&findingmethod=p13n||||
http://dws.products.wdc/node7fd7af3a26aeec0b7f2c292bbca6cca||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||http://www.ebay.com/itm/promotion-htc-one-m8-unlokced-4g-lte-5-0-android-quadcore-2-3ghz-cell-phone-/281834338374?hash=item419ea2b846:g:qxgaaoswt5twjuvv||||
http://dws.products.wdc/node63e88cdba6cad95426d07593ebc01be||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one a9||||||<http://schema.org/Product>||||||carbon gray||||13 mp||||||||http://www.ebay.com/itm/htc-one-a9-32gb-carbon-gray-sprint-sealed-/231833741939?hash=item35fa5e2a73:g:cagaaoswxshwsqip||||
http://dws.products.wdc/node37ab3502d325fbb8985f066f114d4||bestbuy.com0.warc.nq.gz||||||||||||processor||||128gb||||aluminum||||nhuawei||||nexus 6p||||phone||<http://schema.org/Product>||||||||||12.3 mp||||||||http://www.bestbuy.com/site/huawei-nexus-6p-4g-with-128gb-cell-phone-unlocked-aluminum/4796801.p?id=bb4796801&skuid=4796801||||
http://dws.products.wdc/noded3d3a960ad3bda171067ca9fa0b4e7b2||bestbuy.com0.warc.nq.gz||||||||||verizon||||||32gb||||||||samsung||||galaxy s6 edge||||phone||<http://schema.org/Product>||||||sapphire||||||||||||http://www.bestbuy.com/site/samsung-galaxy-s6-edge-4g-lte-with-32gb-memory-cell-phone-black-sapphire-verizon-wireless/4417008.p?id=1219627837370&skuid=4417008||||
http://dws.products.wdc/node5798bde5de9ec57f30e1e9514af649d||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/new-arrival-huawei-nexus-6p-top-quality-fashion-frosted-matte-plastic-hard-case-cover/32518945234.html?ws_ab_test=searchweb201556_6%2csearchweb201644_3_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_1%2csearchweb1451318400_-1%2csearchweb1451318411_6449&btsid=2f0e7032-a88b-4995-ba33-8901f1ba224e&_escaped_fragment_=||||
http://dws.products.wdc/node2e86537f16abf5d796b56d74b4aed4||walmart.com2.warc.nq.gz||||||||||unlocked||||||||||||||nokia||||lumia 520||||||<http://schema.org/Product>||windows phone||4 in||black||4.72 x 2.52 x 0.39 in||5 mp||||||520 blk||http://www.walmart.com/ip/nokia-lumia-520-smartphone-unlocked/34743921?action=product_interest&action_type=title&item_id=34743921&placement_id=irs-2-b1&strategy=tic&visitor_id&category=&client_guid=6e3fb675-70da-4782-8e28-dfed95c1493b&customer_id_enc&config_id=2&parent_item_id=47069751&parent_anchor_item_id&guid=78ce6483-bddb-446e-9f5e-375069da8ec0&bucket_id=irsbucketdefault&beacon_version=1.0.1&findingmethod=p13n||||
