subject_id||<http://schema.org/Product/warc>||<http://schema.org/Product/product_gtin>||<http://schema.org/Product/cables_included>||<http://schema.org/Product/weight>||<http://schema.org/Product/sensitivity>||<http://schema.org/Product/series>||<http://schema.org/Product/model>||<http://schema.org/Product/headphones_form_factor>||<http://schema.org/Product/width>||<http://schema.org/Product/brand>||<http://schema.org/Product/thd>||<http://schema.org/Product/microphone_sensitivity>||<http://schema.org/Product/max_input_power>||<http://schema.org/Product/product_type>||<http://schema.org/Product/included_accessories>||<http://schema.org/Product/height>||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||<http://schema.org/Product/warranty>||<http://schema.org/Product/headphones_technology>||<http://schema.org/Product/color>||<http://schema.org/Product/frequency_response>||<http://schema.org/Product/impedance>||<http://schema.org/Product/compatibility>||<http://schema.org/Product/magnet_material>||<http://schema.org/Product/connectivity_technology>||<http://schema.org/Product/headphones_cup_type>||<http://schema.org/Product/mpn>||<http://schema.org/Product/microphone>||<http://schema.org/Product/url>||
http://dws.products.wdc/nodec12b542fb180b811db9129ff77db64f||ebay.com0.warc.nq.gz||||||||110 db||||hd 429||||||||||||||||||||<http://schema.org/Product>||||||||||32 ohms||consumer headphones||||||||hd429||||http://www.ebay.com/itm/sennheiser-stereo-headphones-hd-429s-over-ear-microphone-easy-calls-/262244313841?hash=item3d0efaaaf1:g:opiaaoswoydwmqcs||
http://dws.products.wdc/node17f19a27b03c0fdf8d638537a2a22c7||newegg.com0.warc.nq.gz||||||285 g (without cable and connector)||99 db/mw||||ath-m50x||||||audio-technica||||||||||||||<http://schema.org/Product>||||||black||15 ~ 28,000hz||38 o||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia6um35p7510&cm_re=audio_technica_ath-m50x-_-9sia6um35p7510-_-product||
http://dws.products.wdc/node303c3a24e99a7f78cf43609fcb99162||ebay.com0.warc.nq.gz||does not apply||||||||||||||||akg||||||||||||||<http://schema.org/Product>||1 year seller warranty||||||||||||||||||does not apply||||http://www.ebay.com/itm/new-akg-k712-pro-reference-studio-headphones-k-712/262158363896?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35694%26meid%3d9ca16c81a423433dbb29d04d72fdd812%26pid%3d100005%26rk%3d1%26rkt%3d3%26sd%3d361477249563||
http://dws.products.wdc/node4db886703eb567d027a422b975c97814||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/2-pair-replacement-ear-pads-ear-cushion-for-shure-srh840-srh440-srh940-headphone-/331693032521?hash=item4d3a720449:g:9zyaaoswj0nuftip||
http://dws.products.wdc/nodebfaf08ff6ff2df0695ae554721bed3e||newegg.com0.warc.nq.gz||||||8.5 oz. (240 g) without cable||||||k272||over the ear||||akg||||||||||||||<http://schema.org/Product>||||around-ear||mocha/sand||16hz-28khz||||||||3.5mm/ 6.3mm||||||||http://www.newegg.com/product/product.aspx?item=9sia7wm39j1613||
http://dws.products.wdc/node1673955e453f3e8960efd1e13f3fdf78||newegg.com0.warc.nq.gz||||||||||||ath-m50x||foldable||||audio-technica||||||||headphones||||||<http://schema.org/Product>||||||black||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia6um35p7510&tpk=audio%20technica%20ath-m50x||
http://dws.products.wdc/node1766db3f317540edb1fb06626b2f3fa||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia25v22s9032&cm_re=sennheiser_bluetooth-_-9sia25v22s9032-_-product||
http://dws.products.wdc/node379e39b840d4de52c5544a1e64ea5c3||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia6bw3dz9608||
http://dws.products.wdc/nodebf708bcff01c4262512adab4ec639a52||ebay.com0.warc.nq.gz||615104099692||||||103 db||||hd 650||||||sennheiser||||||||||||||<http://schema.org/Product>||1 year seller warranty||||black||||300 ohms||consumer headphones, studio/live monitoring headphones||||||||9969||||http://www.ebay.com/itm/new-sennheiser-hd-650-reference-class-stereo-headphones-hd650-/262158369416||
http://dws.products.wdc/node64d727d745dbfff9a42efa191602935||ebay.com0.warc.nq.gz||||||||109 db||||se425||||||||||||||||||||<http://schema.org/Product>||||||||||22 ohms||||||||||||||http://www.ebay.com/itm/shure-in-ear-monitor-headphones-se215-earbuds-se-215-se-215-single-driver-earbud-/262286198020?hash=item3d1179c504:g:8h4aaoswx-9wvmaj||
http://dws.products.wdc/node1393cf5cd3c6ec74f9c7148f1ea36664||ebay.com0.warc.nq.gz||does not apply||||8.3 oz (235 g)||105 db/v||||k712 pro||||||akg||||||||||||||<http://schema.org/Product>||1 year seller warranty||||||||62 ?||||||||open-air type||does not apply||||http://www.ebay.com/itm/brand-new-akg-k712-pro-reference-studio-headphones/321983441271?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35694%26meid%3d8ecefd5e56f844e4a124b42462599303%26pid%3d100005%26rk%3d2%26rkt%3d3%26sd%3d361477249770||
http://dws.products.wdc/node7cdca93b33934bd1dc76785bfd992f||ebay.com0.warc.nq.gz||||||||||||momentum 2.0||detachable cable||||sennheiser||||||||||||||<http://schema.org/Product>||||||ivory||||||||||bluetooth wireless||||||||http://www.ebay.com/itm/sennheiser-506250-momentum-2-0-over-ear-wireless-bluetooth-headphones-black-/191790910815?hash=item2ca7a10d5f:g:cqyaaoswudlwch4i||
http://dws.products.wdc/node8e3219a42670f5db634fd21771e45efa||ebay.com0.warc.nq.gz||||||||||||ath-m50x||headband||||audio-technica||||||||||||||<http://schema.org/Product>||||||dark green||||||||||wired||||||||http://www.ebay.com/itm/new-audio-technica-ath-m50x-dg-professional-monitor-headphones-limited-edition-/311545320767?hash=item48898c553f:g:vpgaaosw9mfwht5n||
http://dws.products.wdc/nodebb5827f3984f2eafc568156b2c711d||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/8pcs-xs-s-m-l-comfort-eartips-buds-for-sennheiser-cx-3-00-and-cx-5-00-b-nsen/321764913494?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d20131003132420%26meid%3dec9c7b1b0b7a485d8529b063b28ab8fc%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d261146065253||
http://dws.products.wdc/node5994ddd611317062647eb16be28627d||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||||||||||||http://www.ebay.com/itm/black-replacement-ear-pads-ear-cushions-for-grado-sr60-sr80-sr125-earpads-foam/141515726618?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35558%26meid%3d84b272666a314b80994f4dda0af91af7%26pid%3d100005%26rk%3d4%26rkt%3d6%26sd%3d361399005256||
http://dws.products.wdc/node396138966e91fcf3d15bef20aabdae||ebay.com0.warc.nq.gz||||||||||||does not apply||||||for shure||||||||||||||<http://schema.org/Product>||||||clear||||||||||||||||||http://www.ebay.com/itm/clear-earbuds-tips-for-shure-se110-se115-se210-se315-se420-se425-se530-pth-se535-/221206650293?hash=item3380f19db5:g:9zwaaoxyqj9ruwt3||
http://dws.products.wdc/node8d329bb672e66b81142ccde71611f||bestbuy.com0.warc.nq.gz||||||||||||cx 3.00||earbud||||sennheiser||||||||headphones||||||<http://schema.org/Product>||||||red||||||||||||||||||http://www.bestbuy.com/site/sennheiser-cx-3-00-earbud-headphones-red/9068022.p?id=1219389050816&skuid=9068022||
http://dws.products.wdc/nodebf18f6c6d78d706e4a15b9b62bbb02d||newegg.com0.warc.nq.gz||||||||120 db||||ocx 686||ear canal headphone with ear hook||||sennheiser||0.5%||||||||||||<http://schema.org/Product>||||canal||n/a||18hz-20khz||||||||3.5mm||||||||http://www.newegg.com/product/product.aspx?item=9sia9t03t01584||
http://dws.products.wdc/nodeea31b4127a18ddfad2b1eddeab3b814||ebay.com0.warc.nq.gz||||||||||apollonian||||||||plussound||||||||||||||<http://schema.org/Product>||one year||||||||||||||||||||||http://www.ebay.com/itm/4-ft-custom-cable-for-shure-se215-se315-se415-535-7n-up-occ-stranded-apollo-/272121243001?hash=item3f5bb0a579:g:hmiaaoswgvhuesy2||
http://dws.products.wdc/node8d72ca8b5da2528e4a5fa22f6969||ebay.com0.warc.nq.gz||||||||||||se425||||||shure||||||||||||||<http://schema.org/Product>||||||||||||||||3.5mm jack||||||||http://www.ebay.com/itm/new-shure-se425-dual-drivers-sound-isolating-in-ear-earphone-earbuds-headphones-/261599681260?hash=item3ce88e5aec:m:m5rgebwjdbrvjaaix0lzgna||
http://dws.products.wdc/node2aa7c84a3946690a051e2f61a3d35c5||ebay.com0.warc.nq.gz||does not apply||||||||||hd 650||ear-cup (over the ear)||||sennheiser||||||||||||||<http://schema.org/Product>||1 year seller warranty||||black||||300ohm||||||6.3mm (1/4in)||||does not apply||||http://www.ebay.com/itm/new-sennheiser-hd-650-reference-class-stereo-headphones-hd650-/141838608534||
http://dws.products.wdc/node6f4964a7caf0ed2a7e4dd865c8638||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/hand-woven-pure-wool-washable-headband-cushion-for-akg-k701-k702-q701-black/262215006576?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d34862%26meid%3d55200d7003f74b9891469c78452880db%26pid%3d100005%26rk%3d4%26rkt%3d6%26sd%3d261445245520||
http://dws.products.wdc/node6a3565be4e3692ece4280d3307b44||ebay.com0.warc.nq.gz||||||||105 db||||srh440||||||shure||||||||||||9.50 in||<http://schema.org/Product>||||||black||||44 ohms||studio/live monitoring headphones||||||||srh440||||http://www.ebay.com/itm/new-shure-srh440-professional-studio-headphones-black/111371204013?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35696%26meid%3d7e3b6e33b19941acb2193d39b06088ec%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d401075743838&rt=nc||
http://dws.products.wdc/node0d792f631124119ca1e447891662d0||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/hand-woven-pure-wool-headband-cushion-cover-for-akg-k701-k702-q701-headphone/131629407394?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d34862%26meid%3d55200d7003f74b9891469c78452880db%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d261445245520||
http://dws.products.wdc/node5593eef5b27054ca62de393109ae04a||ebay.com0.warc.nq.gz||does not apply||||||||||se215||||||shure||||||||||||||<http://schema.org/Product>||||||||||||||||||||se215-cl||||http://www.ebay.com/itm/new-shure-se215-sound-isolating-earphones-clear-/231849380924?hash=item35fb4ccc3c:g:tb8aaoswzgrwxwbq||
http://dws.products.wdc/node324cb0f65a4b036de36678053e342b4||ebay.com0.warc.nq.gz||||||||||||ath-m50x||||||audio-technica||||||||||carrying case, replacement cable||||<http://schema.org/Product>||||||||||||||||||||ath-m50xdg||||http://www.ebay.com/itm/rare-audio-technica-ath-m50x-dg-limited-edition-dark-green-studio-headphones-new-/191722912844?hash=item2ca3937c4c:g:kuoaaosw9n1vyksa||
http://dws.products.wdc/nodebc18c626e3386839e94f64448362aa||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||||||||||||http://www.ebay.com/itm/2x-ear-cushion-pads-for-grado-sr60-sr80-sr125-225-325-325i-alessandro-m1-m2-/321894368969?hash=item4af26646c9:g:uvcaaoswo3pwgbfn||
http://dws.products.wdc/node438517245c8b4a44fdfab33d091fe9f||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||||||||||||http://www.ebay.com/itm/pair-ear-pads-cushions-for-sennheiser-hd250-hd560-koss-ur20-philips-shp9000-/391181855198?hash=item5b144169de:g:r5caaosw-dbts4b7||
http://dws.products.wdc/noded0e4135f77e95947c0737dd8962372a8||ebay.com0.warc.nq.gz||||||||||||fit shure se535 se425 se315 se215 se846 ue900||headphone replacement cable diameter is 2.2mm *2||||unbranded/generic||||||||||||||<http://schema.org/Product>||||||||||||||||||||does not apply||||http://www.ebay.com/itm/120cm-cable-remote-mic-for-android-to-shure-se535-se425-se315-se215-se846-ue900-/201405303344?hash=item2ee4b10a30:g:7euaaosw9n1vysdn||
http://dws.products.wdc/node5cdaeda7163cdf771568c32a853da46||ebay.com0.warc.nq.gz||||||||105 db||||srh440||||||shure||||||||||||9.50 in||<http://schema.org/Product>||||||black||||44 ohms||studio/live monitoring headphones||||||||srh440||||http://www.ebay.com/itm/new-shure-srh440-professional-studio-headphones-black/111371204013?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35559%26meid%3d7fd8651b927b4944a36ab4c5fec9565d%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d181790593692&rt=nc||
http://dws.products.wdc/node33f33b834dd81e765ae786d649465dfa||ebay.com0.warc.nq.gz||||||||||||||detachable cable||||shure||||||||||||||<http://schema.org/Product>||||||clear||||||||||||||||||http://www.ebay.com/itm/shure-eac64cl-64-inch-detachable-cable-for-se215-se315-se425-535-/121843719865?hash=item1c5e739eb9:g:ijgaaoswkzhwtjhm||
http://dws.products.wdc/node19ddc0299fd404e40df331ce4ab32b||ebay.com0.warc.nq.gz||||||||||||hd 650||headband||||sennheiser||||||||||||||<http://schema.org/Product>||||||black||||300 ohms||||||6.3mm (1/4in)||||||||http://www.ebay.com/itm/sennheiser-hd-650-headphones-/121847622889?hash=item1c5eaf2ce9:g:~wcaaoswyafwezly||
http://dws.products.wdc/node97a46c6d3157daaa73bc05f66f11b34||ebay.com0.warc.nq.gz||||||||||||cx 686||||||sennheiser||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/new-sennheiser-cx-686g-sports-earphones-galaxy-green-headphones-music-/161939991539?hash=item25b4602bf3:g:6iuaaoswt~9wjo3j||
http://dws.products.wdc/node149a353373bb4d75672c6926f72dd937||ebay.com0.warc.nq.gz||does not apply||||||||||k712 pro||open backimpedance 62ohm||||akg||||||||||stereo adapter, additional coiled cable, premium carrying bag||||<http://schema.org/Product>||||||black||||||||||||open-air type||does not apply||||http://www.ebay.com/itm/brand-new-akg-k712-pro-reference-studio-headphones/321983441271?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d20131003132420%26meid%3d4e681931235144a3816e15e7097579e4%26pid%3d100005%26rk%3d2%26rkt%3d3%26sd%3d311539998438||
http://dws.products.wdc/node2ce24b6267ea285b46721cabd115afd||ebay.com0.warc.nq.gz||||||||||||does not apply||ear-cup (over the ear)||||sennheiser||||||||||||||<http://schema.org/Product>||1 year seller warranty||||black||||300 ohms||||||6.3mm (1/4in)||||||||http://www.ebay.com/itm/sennheiser-hd-600-premium-reference-headphones-low-hours-hd650-cable-/131722796402?hash=item1eab4a5d72:g:3ikaaoswll1wucor||
http://dws.products.wdc/node221bd9b02027e2d5aa106a20961faea7||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/2m-new-replacement-audio-upgrade-cable-for-akg-q701-k702-k271s-240s-headphones-/281208675555?hash=item417957dce3:g:f6kaaoxyzi9sh~co||
http://dws.products.wdc/node102c1c726ef52167e8465feca3a7445c||ebay.com0.warc.nq.gz||||||||||||se215||||||shure||||||||||||||<http://schema.org/Product>||||earbud||black||||||||||3.5mm||||||||http://www.ebay.com/itm/shure-se215cl-sound-isolating-earphones-clear-used-/321993085320?hash=item4af8489188:g:8taaaosw--1wq7b7||
http://dws.products.wdc/node288be79db73b3073ec546f3b2837f5a5||newegg.com0.warc.nq.gz||||||28.80 ounces||112 db||||momentum 2.0||||||sennheiser||0.5%||||||||||||<http://schema.org/Product>||||||ivory||16hz-22khz||||||||||||||||http://www.newegg.com/product/product.aspx?item=n82e16826106771&cm_re=sennheiser_momentum_2.0-_-26-106-771-_-product||
http://dws.products.wdc/nodecb2b99bb987781ccb39d7937bcc148c8||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia4p02r34171||
http://dws.products.wdc/node1c47d43d36cc23d436af29813c99c93||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia27w2k46427&cm_re=shure_se425-_-9sia27w2k46427-_-product||
http://dws.products.wdc/node3c90a03e9bf1343abe87f6cce2eafe9f||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia8c73ha5024&cm_re=shure_srh440-_-9sia8c73ha5024-_-product||
http://dws.products.wdc/node5ba174b27b6e38d67b82934f88949675||aliexpress.com0.warc.nq.gz||||cable||||||se||se215||sound isolation in ear||||shure||||||||headphones||||||<http://schema.org/Product>||||isolating||||||||||||||||se215cl||||http://www.aliexpress.com/item/free-shipping-85-75-new-used-original-genuine-earphone-diy-cable-for-in-ear-shure-se215/32455991260.html?ws_ab_test=searchweb201556_6%2csearchweb201644_1_505_506_503_504_502_10001_10002_10017_10010_10005_10011_10006_10003_10004_10009_10008_9999%2csearchweb201560_5%2csearchweb1451318400_-1%2csearchweb1451318411_6449&btsid=c703bacc-4f85-4df7-9fe1-b571bc7086e8&_escaped_fragment_=||
http://dws.products.wdc/nodeca6db217e91d633e42e521fa2e707215||walmart.com0.warc.nq.gz||||||||||||m2 aeg ivory||on-ear||||sennheiser||||||||headphones||carrying case||||<http://schema.org/Product>||||||white||||||||||wireless||||m2 aeg ivory||||http://www.walmart.com/ip/sennheiser-m2-oew-black-momentum-2.0-wireless-on-ear-headphones/44191675||
http://dws.products.wdc/node1a763533bf67720a7d0d0c997faa9d||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/1-5m-new-replacement-audio-upgrade-cable-for-akg-q701-k702-k271s-240s-headphones-/310698989813?hash=item48571a58f5:g:zqkaamxqzr1r0ypi||
http://dws.products.wdc/node539edee0501d8ee828efb0752b3da14d||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia27w2k45383&cm_re=shure_se215-_-9sia27w2k45383-_-product||
http://dws.products.wdc/node576fb91c3172a479448863af2392e91||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/oval-comfort-fit-kit-for-shure-se210-earphones-replacement-eartips-earbuds-gels-/321454419530?hash=item4ad82d2e4a:g:kyiaaoxya9dsxd3o||
http://dws.products.wdc/node12a487b64f9b104773246d122b8c3a92||flipkart.com0.warc.nq.gz||||||||||||se 425||||||||||||||||||||<http://schema.org/Product>||||||black||||22 ohms||||||||||||||http://www.flipkart.com/shure-se425-wired-headphones/p/itmdq33evaa5qqqw?pid=accdq33dxfyufzhf&ref=l%3a55516686088945907&srno=p_3&query=shure+se425&otracker=from-search||
http://dws.products.wdc/node769b661c52cd77f12794229f4573d0||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/cable-remote-mic-for-htc-phone-to-sennheiser-hd595-hd598-hd558-hd518-headphone-/310815708172?var=&hash=item485e0f540c:m:mra7ecol-eittfxixishb2a||
http://dws.products.wdc/node24b3d3688e91115d7abd8845c155fe4||ebay.com0.warc.nq.gz||||||||||||k240||||||akg||||||||||||||<http://schema.org/Product>||||||||||600 ohms||||||||||does not apply||||http://www.ebay.com/itm/vintage-late-70s-akg-k240-studio-headband-headphones-pro-audiophile-austria-/291671689714?hash=item43e8fcc9f2:g:l30aaoswfqjwqznl||
http://dws.products.wdc/node31a59d72275bdcd2a4186a79ce579e35||ebay.com0.warc.nq.gz||||||||||||se215||||||shure||||||||||||||<http://schema.org/Product>||||||||||||universal||||3.5mm jack||in-ear only||se215||||http://www.ebay.com/itm/new-shure-se215-dynamicdriver-sound-isolating-in-ear-earphone-earbuds-headphones/261599681521?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35558%26meid%3d1cf454ef007041128b76fd3611b952b0%26pid%3d100005%26rk%3d1%26rkt%3d6%26sd%3d111893372611&rt=nc||
http://dws.products.wdc/nodeeea691eeffffba93d7ac415674bc5c||ebay.com0.warc.nq.gz||||||||107 db||||se215||noise isolation, with volume control, detachable cable||||shure||||||||||||||<http://schema.org/Product>||||||black||||20 ohms||consumer headphones||||||||se215-k||||http://www.ebay.com/itm/new-shure-se215-k-sound-isolating-earphones-with-single-dynamic-microdriver-/111714824708?hash=item1a02b8f204:g:me4aaoswlvzvn0wh||
http://dws.products.wdc/node6a71179ca07bf6d44d7c76208fce69fc||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/replacement-cable-with-remote-mic-for-iphone-to-sennheiser-ie8-ie-80-headphone-/161756263565?hash=item25a96cb48d:g:g3gaaoswt6pvm3x0||
http://dws.products.wdc/node615e6b3e2fc1bc3c0fb919ec9a7b6d||ebay.com0.warc.nq.gz||||||||||||does not apply||||||does not apply||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/headband-head-band-parts-for-akg-k701-k702-q701-q702-k712-k612-pro-headphones/171988729469?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35558%26meid%3d04523ceedf2d47ff93d8ee803696738f%26pid%3d100005%26rk%3d1%26rkt%3d6%26sd%3d171989386979||
http://dws.products.wdc/node388258c1106ef737c63a5544cd153a9d||ebay.com0.warc.nq.gz||||||||||||momentum 2.0||headband||||sennheiser||||||||||||||<http://schema.org/Product>||||||black / brown||||||||||3.5mm (1/8in)||||4324||||http://www.ebay.com/itm/brand-new-sennheiser-momentum-m2-oei-on-ear-2-0-headphones-iphone-2-colors-/172017487996?hash=item280d0a907c:g:agkaaoswp5jwyhtq||
http://dws.products.wdc/node145ae49ededd7ea9ac0757d125fcca2||ebay.com0.warc.nq.gz||||||||||||k712 pro||ear-cup (over the ear)||||akg||||||||||||||<http://schema.org/Product>||||||black||||62 ohms||||||||||||||http://www.ebay.com/itm/akg-k712-pro-over-ear-mastering-reference-headphones-open-open-box-/401053816345?hash=item5d60ab9619:g:9r0aaoswt~9wlcxe||
http://dws.products.wdc/node1aa9169e4cdf55f78735afa78825c1a1||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia27w2k46496&cm_re=shure_se425-_-9sia27w2k46496-_-product||
http://dws.products.wdc/nodebc78b741df6b794a4e5ed8202b7dc1||ebay.com0.warc.nq.gz||||||0.35 pounds||107 db||||se215||noise isolation, detachable cable||||shure||||||||||||||<http://schema.org/Product>||||||clear||||20 ohms||consumer headphones||||||||se215-cl||||http://www.ebay.com/itm/brand-new-shure-se215-sound-isolating-earphone-black-/121863966471||
http://dws.products.wdc/node48857dd8ab1342777d78934926835271||aliexpress.com0.warc.nq.gz||||cable||||||||se2 15||canal earbud (in ear canal)||||shure||||||||ear||||||<http://schema.org/Product>||||isolating||clear||||20ohm||||||||||se215-cl||||http://www.aliexpress.com/item/free-shipping-85-75-new-used-original-genuine-earphone-diy-cable-for-in-ear-shure-se215/32455991260.html?ws_ab_test=searchweb201556_7%2csearchweb201644_2_505_506_503_504_502_10001_10002_10017_10010_10005_10011_10006_10003_10004_10009_10008_9999%2csearchweb201560_2%2csearchweb1451318400_-1%2csearchweb1451318411_6451&btsid=469b3762-2d93-4e0d-8a22-9225bf5506f1&_escaped_fragment_=||
http://dws.products.wdc/nodee1f9695377c564c6b34f97f0ebd6c||ebay.com0.warc.nq.gz||||||||||||||||||shure||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/oem-carrying-case-for-shure-se215-se315-se425-se535-new-condition-/222012494082?hash=item33b0f9d102:g:ermaaoswaytwq1ns||
http://dws.products.wdc/node2b4eae377269d696ff18f016872eee||ebay.com0.warc.nq.gz||||||||||||srh440||||||shure||||||||||||||<http://schema.org/Product>||||||||||||||||||||srh440||||http://www.ebay.com/itm/shure-srh440-professional-studio-headphones-aust-authorised-shure-reseller-/121076558009?hash=item1c30b9a8b9:g:avqaamxqtghrnxzf||
http://dws.products.wdc/node772352f199fd291c51c3f15531fff29||ebay.com0.warc.nq.gz||||||||||||cx 685||water resistant||||sennheiser||||||||||||||<http://schema.org/Product>||||||||||||||||3.5mm (1/8in)||||||||http://www.ebay.com/itm/sennheiser-cx-685-headphones-blue-/221972582089?hash=item33ae98cec9:g:w0gaaoxyxp5sodan||
http://dws.products.wdc/node61842e286525871a4f8ee9afc13514||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/new-cable-with-remote-mic-for-samsung-phone-to-shure-se535-se425-se315-se215-/311356057815?hash=item487e4468d7:g:kq8aaoswv0tvtsuc||
http://dws.products.wdc/node2710e87a59edce328e1c587fb3c723||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/120cm-cable-volume-remote-mic-for-iphone-to-sennheiser-hd598-hd558-hd518-hd595-/261280639444?var=&hash=item826ff6473c&vti=color%09black||
http://dws.products.wdc/node0c2b525503e992da47a39394f78c5b7||newegg.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia27w2k46475&cm_re=shure_se215-_-9sia27w2k46475-_-product||
http://dws.products.wdc/node6d422851327afd9c8e54eca7efffd966||ebay.com0.warc.nq.gz||||||||||||se425||canal earbud (in ear canal)||||shure||||||||||||||<http://schema.org/Product>||||||clear||||22 ohms||||||||||||||http://www.ebay.com/itm/shure-se425-cl-clear-dual-microdriver-in-ear-headphones-/321982519395?hash=item4af7a75863:g:njiaaoswo0jwhf9t||
http://dws.products.wdc/node4ad8be9225c29e2de97dd0917a7a82e7||newegg.com0.warc.nq.gz||||||6.3 oz. (179 g)||107 db||||mm 550-x||wireless||||sennheiser||0.1%||||||||||||<http://schema.org/Product>||||around-ear||black||15hz-22khz||||||||||||||||http://www.newegg.com/product/product.aspx?item=9sia0aj1f73433&cm_re=sennheiser_bluetooth-_-26-106-578-_-product||
http://dws.products.wdc/node5b4d8cbe879c51f7b7e2d8ea30184cc||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||||||||||||||||||||http://www.ebay.com/itm/2xreplacement-ear-pads-cushions-for-sennheiser-hd250-hd540-hd560-hd560ii-blk-/331547462019?hash=item4d31c4c983:g:3diaaoswpgxvsy3y||
