"birthdate","deathdate","gender","label","work","subject_id"
"1955-02-08","","male","John Grisham","Grisham, John	 Testament	 Broker	 Rainmaker	 Client	 Time to kill	 Partner	 Summons	 Pelican brief	 Firm","http://viaf.org/viaf/7449742"
"1885-04-17","1962-09-07","female","Tania Blixen","Dinesen, Isak,	 Out of Africa	 Blixen, Tania	 Anecdotes of destiny	 Babette's feast	 Breve fra Afrika	 Moderne ægteskab og andre betragtninger	 Sidste fortaellinger","http://viaf.org/viaf/90663542"
"1952-08-29","","female","Karen Hesse","Cats in krasinski square	 Letters from Rifka	 Stowaway	 Music of dolphins	 Spuds	 Brooklyn Bridge : a novel	 Come on, rain	 Phoenix rising	 Out of the dust	 Witness","http://viaf.org/viaf/61729890"
"1954-11-08","","male","Kazuo Ishiguro","Remains of the day	 Buried giant	 Never let me go	 Pale view of the hills	 Nocturnes	 Artist of the floating world	 When we were orphans	 Unconsoled","http://viaf.org/viaf/108702574"
"1949-06-05","","male","Ken Follett","Eye of the needle	 Edge of eternity	 Fall of giants	 Lie down with lions	 Paper money	 World without end	 Pillars of the earth	 Hornet flight	 Follett, Ken	 A dangerous fortune","http://viaf.org/viaf/64005683"
"1911-12-13","1972-01-08","male","Kenneth Patchen","Journal of albion moonlight	 Memoirs of a shy pornographer	 See you in the morning	 Sleepers awake	 Patchen, Kenneth,","http://viaf.org/viaf/9851596"
"1899-02-03","1966-08-24","male","She Lao","離婚	 龍鬚溝	 貓城記	 Wei shen ji	 駱駝祥子	 Chaguan	 Yue ya er	 四世同堂	 正红旗下	 Lao, She,","http://viaf.org/viaf/54150107"
"1912-02-27","1990-11-07","male","Lawrence Durrell","Livia, or, Buried alive	 Durrell, Lawrence	 Black book	 Nunquam; a novel	 Durrell, Lawrence.	 Durrell	 Sebastian, or, Ruling passions	 Mountolive	 Balthazar","http://viaf.org/viaf/68928525"
"1870-10-22","1945-03-20","male","Alfred Bruce Douglas","Bernard Shaw and Alfred Douglas, a correspondence	 Oscar Wilde and myself	 Douglas, Alfred Bruce,	 Oscar Wilde, his life & confessions	 Autobiography of lord alfred douglas","http://viaf.org/viaf/51732803"
"1894-05-27","1961-07-01","male","Louis-Ferdinand Céline","Céline	 Céline, Louis-Ferdinand (1894-1961).	 Le Pont De Londres	 Bagatelles pour un massacre	 Céline, Louis Ferdinand	 Guignol's band	 Entretiens avec le professeur Y","http://viaf.org/viaf/36916020"
"1897-10-03","1982-12-24","male","Louis Aragon","Aragon, Louis	 Les communistes	 Aurélien	 Le paysan de Paris	 La semaine sainte	 Aragon, Louis (1897-1982).	 Aragon, Louis, 1897-1982.","http://viaf.org/viaf/8178518"
"1881-09-25","1936-10-19","male","Xun Lu","Lu, Xun,	 Works.	 Zhao-hua-xi-shi	 Na-han	 Gushi xinbian	 A-Q-zhengzhuan	 Lu Xun duanpian xiaoshuo xuan	 Panghuang	 吶喊	 中國小說史略","http://viaf.org/viaf/29537230"
"1874","1942","female","L. M. Montgomery","","http://viaf.org/viaf/27203212"
"1524","1580-06-10","male","Luís de Camões","Camões, Luís de,	 Camões	 Lusíades","http://viaf.org/viaf/34454091"
"1808-01-19","1887-05-14","male","Lysander Spooner","Law of intellectual property	 Vices are not Crimes : a Vindication of Moral Liberty	 Spooner, Lysander,	 No treason. No. 1-3","http://viaf.org/viaf/46804637"
"1876-03-04","1947-11-25","male","León-Paul Fargue","Piéton de paris	 Fargue	 D'après Paris","http://viaf.org/viaf/88706377"
"1929-11-03","2012-03-16","male","Muhammad Abd-al-Rahman Barker","","http://viaf.org/viaf/32606346"
"1909-07-28","1957-06-26","male","Malcolm Lowry","Lowry, Malcolm	 Lunar caustic	 Dark as the grave wherein my friend is laid	 Under the volcano	 Ultramarine	 Lowry, Malcolm,	 October ferry to Gabriola	 Selected letters	 Poems","http://viaf.org/viaf/68932216"
"1939-11-18","","female","Margaret Atwood","The Year Of The Flood	 The robber bride	 Surfacing	 Oryx And Crake	 The blind assassin	 Lady Oracle	 Dancing girls and other stories.	 Atwood, Margaret Eleanor	 Atwood, Margaret,	 The handmaid's tale","http://viaf.org/viaf/109322990"
"1918-04-23","2007-07-31","female","Margaret Avison","Poèmes.	 Sunblue	 Poems.","http://viaf.org/viaf/79128508"
"1906-05-16","1996-12-21","","Margret Rey","Pretzel	 Curious George makes pancakes	 Curious George visits a toy store	 Curious George and the puppies	 Whiteblack the penguin sees the world	 Spotty","http://viaf.org/viaf/24766312"
"1914-04-04","1996-03-03","female","Marguerite Duras","Duras, Marguerite	 Duras, Marguerite (1914-1996).	 Duras	 Hiroshima mon amour	 Ravissement de Lol V. Stein	 Yann Andréa Steiner	 Duras, Marguerite.","http://viaf.org/viaf/97785734"
"1952-03-02","","male","Mark Evanier","Sergio Aragonés massacres Marvel	 Life of groo, the wanderer	 Shrek","http://viaf.org/viaf/12526635"
"1966-03-05","","male","Mark Z. Danielewski","House of leaves	 Danielewski, Mark Z.	 Only revolutions	 Mark Z. Danielewski's The fifty year sword	 Mark Z. Danielewski's House of leaves","http://viaf.org/viaf/117936153"
"1740-08-15","1815-01-21","male","Matthias Claudius","An meinen Sohn Johannes	 Claudius, Matthias	 Works.","http://viaf.org/viaf/73933830"
"1876-07-12","1944-03-05","male","Max Jacob","Histoire du Roi Kaboul Ier et du Marmiton Gauwain	 Le cornet à dés	 Méditations religieuses	 Le terrain Bouchaballe	 Jacob, Max,	 Jacob, Max","http://viaf.org/viaf/59084095"
"1908-10-10","1983-04-13","female","Mercè Rodoreda","Aloma	 Meva cristina i altres contes	 Rodoreda, Merce,	 Rodoreda, Mercè	 Viatges i flors	 La mort i la primavera	 La plaça del diamant	 Quanta Quanta Guerra	 Rodoreda","http://viaf.org/viaf/242806140"
"1953-09-16","","female","Nancy Huston","Instruments des ténèbres.	 Huston, Nancy,	 Les Variations Goldberg	 Une Adoration	 Dolce Agonia	 Virevolte	 Lignes de faille	 Espèce fabulatrice	 Empreinte de l'ange : roman	 Journal de la création","http://viaf.org/viaf/109886636"
"1846-08-10","1930-07-26","male","Narcís Oller","Oller	 Pilar Prim	 Bogeria	 Febre d'or","http://viaf.org/viaf/9873311"
"1899-01-17","1960-01-12","male","Nevil Shute","No highway	 Trustee from the toolroom	 Rainbow and the rose	 Pastoral	 Chequer board	 Pied piper	 On the beach	 Old captivity	 Far country	 Requiem for a Wren","http://viaf.org/viaf/7510005"
"1891-01-15","1938-12-27","male","Osip Mandel'shtam","Mandelʹštam, Osip Ėmilʹevič	 Воронежские тетради	 Египетская марка : репринтное издание	 Mandelʹštam	 Stichotvorenija	 Разговор о Данте.	 Šum vremeni	 Poems	 Osip Mandelʹshtam","http://viaf.org/viaf/102337271"
"1921-01-19","1995-02-04","female","Patricia Highsmith","Highsmith, Patricia	 This sweet sickness	 The talented Mr. Ripley	 Highsmith, Patricia,	 The cry of the owl	 Ripley's game	 Strangers on a train	 Boy who followed ripley	 Ripley under water","http://viaf.org/viaf/66468662"
"1915-02-11","2011-06-10","male","Patrick Leigh Fermor","Between the woods and the water	 Three letters from the Andes	 Time to keep silence	 Violins of saint-jacques	 Traveller's tree; a journey through the caribbean islands	 Mani	 Mani; travels in the southern Peloponnese	 Fermor, Patrick Leigh.	 Fermor, Patrick Leigh	 Broken road : from the iron gates to mount athos","http://viaf.org/viaf/90641987"
"1872-02-01","1960-04-21","male","Paul Fort","Reims, bouclier de la France	 Ballades françaises","http://viaf.org/viaf/25396500"
"1895-12-14","1952-11-18","male","Paul Éluard","Derniers poem̀es d'amour de Paul Eluard	 Choix de poèmes	 Leçon de morale	 Poésie ininterrompue	 A Pablo Picasso	 Capitale de la douleur	 L'amour, la poésie	 Eluard, Paul	 Corps mémorable	 Rose publique","http://viaf.org/viaf/73848255"
"1947-08-24","","male","Paulo Coelho","Coelho	 Diario de um mago	 Brida	 Aleph	 Veronika decide morrer	 Zahir	 Na margem do rio Piedra eu sentei e chorei	 Adultério	 Coelho, Paulo	 Bruxa de Portobello","http://viaf.org/viaf/52700"
"1918-01-26","2009-02-25","male","Philip José Farmer","Riverworld series (New York, N.Y.)	 Farmer, Philip José	 Fabulous riverboat	 To your scattered bodies go	 Riverworld series	 Lovers	 The Dark Design	 Hadon of ancient Opar	 Farmer, Philip José.","http://viaf.org/viaf/46760781"
"1732-01-24","1799-05-18","male","Pierre Augustin Caron de Beaumarchais","Beaumarchais, Pierre Augustin Caron de	 Beaumarchais, Pierre-Augustin Caron de (1732-1799).	 Mere coupable	 Eugénie	 Observations sur le Mémoire justificatif de la Cour de Londres	 Correspondence	 Folle journée, ou, le mariage de figaro : comédie en cinq actes, en prose	 Le mariage de Figaro	 Beaumarchais, Pierre Augustin Caron de,","http://viaf.org/viaf/29529962"
"1688-02-04","1763-02-12","male","Pierre Carlet de Chamblain de Marivaux","Marivaux, Pierre Carlet de Chamblain de	 Le triomphe de l'amour	 Marivaux	 L'école des mères	 La Double Inconstance	 La dispute	 Fausses confidences	 Le jeu de l'amour et du hasard	 Surprise de l'amour","http://viaf.org/viaf/102099473"
"1967-05-25","","","Poppy Z. Brite","Plastic Jesus	 Drawing blood	 Liquor : a novel	 Soul kitchen : a novel	 Exquisite corpse	 Swamp foetus : a collection of short stories	 Courtney Love : the real story	 Lazarus heart	 Lost souls	 Prime : a novel","http://viaf.org/viaf/85778403"
"1907-05-27","1964-04-14","female","Rachel Carson","Edge of the sea	 Under the sea wind	 Carson, Rachel	 Carson, Rachel,","http://viaf.org/viaf/4927694"
"1812-05-07","1889-12-12","male","Robert Browning","Pippa passes	 Men and women	 Browning	 Browning, Robert	 Ring and the book.	 The pied piper of Hamelin	 Asolando	 Browning, Robert,	 Poems","http://viaf.org/viaf/24598774"
"1937-05-13","","male","Roch Carrier","Enfants du bonhomme dans la lune	 La Dame Qui Avait Des Chaines Aux Chevilles	 Il n'y a pas de pays sans grand-père	 Chandail de hockey	 Le Deux Millieme Etage	 Guerre, yes sir!	 Floralie, où es-tu?	 Floralie, where are you?	 De l'amour dans la ferraille : roman	 Le Jardin Des Delices","http://viaf.org/viaf/61543190"
"1952-07-03","","male","Rohinton Mistry","Swimming lessons and other stories from Firozsha Baag	 Tales from Firozsha Baag	 Such a long journey	 Mistry, Rohinton	 Family matters","http://viaf.org/viaf/29581388"
"1876-08-20","1957-01-13","male","Hachirō Onoe","行きつつ歌ひつつ","http://viaf.org/viaf/251939961"
"1689-08-19","1761-07-04","male","Samuel Richardson","Richardson, Samuel	 Pamela	 Clarissa Harlowe	 History of Sir Charles Grandison.	 Works.	 Richardson, Samuel,	 Richardson, Samuel (1689-1761).	 History of sir charles grandison","http://viaf.org/viaf/41845728"
"1936-01-10","2002-10-13","male","Stephen Edward Ambrose","Rise to globalism.	 Eisenhower : soldier and president	 Eisenhower","http://viaf.org/viaf/109151847"
"1954-12-13","","female","Tamora Pierce","In the hand of the goddess	 Pierce, Tamora.	 Circle opens (Full Cast Audio (Firm))	 Woman who rides like a man	 Circle of magic","http://viaf.org/viaf/44626351"
"1885-05-08","1965-10-08","male","Thomas Bertram Costain","Last plantagenets	 For my great folly	 The black rose	 Last love	 Silver chalice	 Chord of steel	 Costain, Thomas B.	 Tontine	 High towers	 Darkness and the dawn : a novel","http://viaf.org/viaf/97749233"
"1930-10-30","2002-06-21","male","Timothy Findley","Famous last words	 Spadework : a novel	 Findley	 Telling of lies : a mystery	 Findley, Timothy,	 Not wanted on the voyage	 Piano man's daughter	 Pilgrim	 Headhunter.	 Dinner along the Amazon","http://viaf.org/viaf/110405550"
"1859-07-06","1940-05-20","male","Verner von Heidenstam","Heidenstam, Verner von	 Karolinerna	 Heidenstam	 Svenskarna och deras hövdingar	 Heidenstam, Verner von,	 Heliga Birgittas Pilgrimsfard","http://viaf.org/viaf/73975276"
"1961-09-26","","male","Will Self","Cock & bull	 Umbrella	 BOOK OF DAVE	 My idea of fun : a cautionary tale	 Quantity theory of insanity	 Self, Will	 How the dead live	 Dorian : an imitation	 Grey area and other stories	 Butt","http://viaf.org/viaf/41934124"
"1967-08-14","","male","William Shunn","Shunn, William.","http://viaf.org/viaf/85792099"
"1923-10-17","2003-03-21","female","Shivani","Aparādhinī	 Smṛti-kalaśa	 Krshnakali","http://viaf.org/viaf/268380777"
"1892-05-29","1938-10-25","female","Alfonsina Storni","Storni, Alfonsina	 Storni, Alfonsina,	 Poemas de amor","http://viaf.org/viaf/90658830"
"1968-01-01","","female","Debby Applegate","","http://viaf.org/viaf/49546977"
"1931-05-05","2008-10-02","male","Dominique Frémy","","http://viaf.org/viaf/19677559"
"1980-12-17","","female","Kao Kalia Yang","Latehomecomer : a hmong family memoir","http://viaf.org/viaf/80893801"
"1953-02-13","2009-05-26","female","Kaoru Kurimoto","Warrior in the Wilderness	 ぼくらの時代	 グイン・サーガ","http://viaf.org/viaf/61839023"
"1965-02-04","","male","Robert Sellers","Sean Connery : a celebration	 Harrison Ford : a biography	 Sting : a biography","http://viaf.org/viaf/94115338"
"1973-01-12","","male","A. Lee Martinez","Emperor Mollusk Versus the Sinister Brain	 In the company of ogres	 Gil's All Fright Diner	 Nameless witch","http://viaf.org/viaf/182783588"
"1949-03-25","","male","Aaron David Miller","","http://viaf.org/viaf/93828359"
"1951-04-22","","female","Ana María Shua","Amores de laurita	 Soy paciente	 Peso de la tentación	 Libro de los recuerdos	 Muerte como efecto secundario","http://viaf.org/viaf/84495899"
"1959","","female","Ann Packer","Songs without words	 Dive from clausen's pier","http://viaf.org/viaf/39617308"
"1980-04-10","","female","Anna Godbersen","Rumours	 Envy	 Luxe	 Splendor : a Luxe novel	 Lucky ones	 Beautiful days : a bright young things novel	 Rumors : a Luxe novel","http://viaf.org/viaf/79569837"
"1964-01-01","","female","Annie Leonard","Story of stuff : the impact of overconsumption on the planet, our communities, and our health--and how we can make it better	 Story of stuff : how our obsession with stuff is trashing the planet, our communities, and our health--and a vision for change","http://viaf.org/viaf/29345099"
"1971-03-01","","male","Bali Rai","What's your problem?	 Them and us	 Last taboo	 Gun	 Rani and Sukh	 Crew	 (Un)arranged marriage	 Shivers	 Dream on	 Two-timer","http://viaf.org/viaf/64930200"
"1971-09-11","","male","Barry Lyga","Astonishing adventures of fanboy & goth girl	 Blood of my blood	 I hunt killers trilogy	 Game","http://viaf.org/viaf/19069366"
"1978-12-28","","male","Bradley Sands","Short stories.","http://viaf.org/viaf/232427456"
"1936-06-10","","male","Brian Freemantle","Fix	 Button man	 Face me when you walk away	 Goodbye to an old friend	 Charlie M	 Freemantle, Brian,	 CIA	 Watchmen	 Charlie Muffin USA	 KGB","http://viaf.org/viaf/108565091"
"1957-11-09","","male","Bryan Gruley","Starvation Lake : a mystery	 Gruley, Bryan.","http://viaf.org/viaf/77985383"
"1970-01-04","","male","Carl Frode Tiller","Skråninga : roman	 Bipersonar	 Encircling trilogy	 Tiller, Carl Frode","http://viaf.org/viaf/49437199"
"1962-06-13","","female","Cathy Cassidy","Dizzy	 Scarlett	 Cherry crush	 Chocolate box girls: marshmallow skye	 Indigo Blue	 Broken Heart Club	 Ginger snaps	 Chocolate box girls: summers dream	 Coco Caramel	 Angel cake","http://viaf.org/viaf/6780864"
"1980-01-01","","female","Ceridwen Dovey","Blood kin	 Dovey, Ceridwen.	 Only the animals","http://viaf.org/viaf/21590982"
"1945-05-09","","male","Charles Platt","Make: tools	 Silicon man","http://viaf.org/viaf/130943717"
"1974-06-23","","male","Chris Bradford","Young samurai : the way of the sword	 Gamer	 Bodyguard: hostage (book 1)	 Ambush	 Ring of sky	 Way of the dragon	 Fugitive	 Target	 Ransom	 Ninja. Assassin","http://viaf.org/viaf/171725953"
"1961-05-16","","female","Chris Enss","","http://viaf.org/viaf/23934668"
"1969-09-02","","male","Chris Kuzneski","Sword of God	 Secret crown	 Prophecy	 Lost throne	 Sign of the cross","http://viaf.org/viaf/85834655"
"1959-07-15","","male","Christopher Phillips","Philosophers' club	 Socrates café : a fresh taste of philosophy	 Six questions of Socrates : a modern-day journey of discovery through world philosophy","http://viaf.org/viaf/115792298"
"1949-11-28","","female","Claudine Monteil","Sœurs beauvoir	 Amants de la liberté","http://viaf.org/viaf/118806043"
"1978-12-14","","female","Cleolinda Jones","","http://viaf.org/viaf/17183653"
"1963-01-01","","male","Colin Beavan","No impact man	 Fingerprints : the origins of crime detection and the murder case that launched forensic science	 No impact man : the adventures of a guilty liberal who attempts to save the planet and the discoveries he makes about himself and our way of life in the process","http://viaf.org/viaf/39593147"
"1942-10-18","","male","Colin Thompson","Tower to the sun	 Castles	 How to live forever	 Fearless	 Ruby	 Last alchemist	 Looking for Atlantis	 Big little book of happy sadness	 Thompson, Colin,","http://viaf.org/viaf/9953936"
"1957-01-01","","male","Danny Rubin","","http://viaf.org/viaf/49431050"
"1943-02-21","","male","David Ambrose","Man who turned into himself	 Hollywood lies	 Superstition	 Coincidence	 Mother of God	 Memory of demons	 Alternative 3	 Discrete charm of charlie monk","http://viaf.org/viaf/100235304"
"1955-03-08","","male","David Hajdu","Ten-cent plague : the great comic-book scare and how it changed america","http://viaf.org/viaf/93362637"
"1944-11-06","","male","David L. Lindsey","Cold mind	 Color of night	 Mercy	 Animosity	 Requiem for a glass heart	 Absence of light	 Body of truth	 Rules of silence	 Face of the assassin	 In the lake of the moon","http://viaf.org/viaf/85310655"
"1943-12-27","","female","Diane Stanley","Moe the dog in tropical paradise	 Time-traveling twins","http://viaf.org/viaf/17765"
"1945-07-05","","male","Dilip Parameshwar Gaonkar","","http://viaf.org/viaf/115970842"
"1979-06-12","","male","Dmitrij Gluchovskij","Buduščee : roman-utopija	 Метро 2033 : роман	 Текст : роман	 Tekst	 Głuchowski, Dmitrij	 Rasskazy o Rodine","http://viaf.org/viaf/29325308"
"","","female","Dolores Hayden","Seven American utopias : the architecture of communitarian socialism, 1790-1975","http://viaf.org/viaf/48063781"
"1939-03-30","","male","Donald Adamson","","http://viaf.org/viaf/85360374"
"1950-11-20","","female","Donita K. Paul","Dragons of chiril : a novel	 Dragonlight	 Dragonfire	 Dragonquest	 Dragons of the watch : a novel	 Dragonspell","http://viaf.org/viaf/23971770"
"1972-07-06","","male","Fabrice Colin","Planète de l'oiseau de feu	 Planète des éoliens	 Petit poucet	 Planète du temps	 Malédiction d'old haven	 A vos souhaits	 Petit chaperon rouge","http://viaf.org/viaf/22259017"
"1841-08-17","1875-02-18","male","Fagundes Varela","Cantico do calvario","http://viaf.org/viaf/24730690"
"1971-04-27","","male","François Bégaudeau","Vers la douceur	 Begaudeau, François (1971-....).	 Blessure la vraie","http://viaf.org/viaf/119601573"
"1950","","male","Gavin Scott","Revolution!	 Small soldiers	 Duncan Forrester mystery","http://viaf.org/viaf/74057031"
"1937-02-20","","male","Jorghos A. Leonardhos","Maria hē Magdalēnē : mythistorēma","http://viaf.org/viaf/14658043"
"1932-01-22","2004-09-16","male","Giovanni Raboni","Poems	 A tanto caro sangue : poesie 1953-1987	 Raboni, Giovanni (1932-2004).","http://viaf.org/viaf/27080020"
"1961-11-06","","male","Greg Garrett","Holy superheroes! : exploring the sacred in comics, graphic novels, and film	 Gospel according to hollywood","http://viaf.org/viaf/209068417"
"1956","","female","Inger Edelfeldt","Juliane och jag	 Edelfeldt, Inger","http://viaf.org/viaf/84539227"
"1832","1904-12-25","male","J. B. Selkirk","","http://viaf.org/viaf/56483631"
"1937-01-14","2012-10-29","male","J. Bernlef","Eclips	 Hersenschimmen	 Onder ijsbergen","http://viaf.org/viaf/293735423"
"1972-08-10","2012-12-16","male","Jake Adam York","York, Jake Adam.","http://viaf.org/viaf/61829141"
"1938-02-13","","male","Jan Geurt Siebelink","Suezkade : roman	 Knielen op een bed violen","http://viaf.org/viaf/59208489"
"1964","","male","Jason Goodwin","Janissary tree	 Evil eye : a novel	 Goodwin, Jason,	 Snake stone	 Greenback	 Baklava club	 Bellini card	 Lords of the horizons : a history of the Ottoman Empire","http://viaf.org/viaf/85748963"
"1975-09-30","","male","Jay Asher","13 reasons why	 What light	 Th1rteen r3asons why : a novel","http://viaf.org/viaf/88581904"
"1938-01-22","2016-11-23","male","Joe Esposito","","http://viaf.org/viaf/272077194"
"1944-01-06","","female","Joyce Dunbar","Lollopy	 Monster who ate darkness	 This is the star	 Tell me what it's like to be big	 Shoe baby	 Very small	 Tell me something happy before I go to sleep	 Magic lemonade	 Spring rabbit	 Ten little mice","http://viaf.org/viaf/86578053"
"1861-08-30","1936-11-24","male","Kānha Siṅgha","Hama Hindu Nahim","http://viaf.org/viaf/66643146"
"1953-01-24","","female","Katarzyna Bogucka-Krenz","","http://viaf.org/viaf/101945097"
"1976-07-19","","female","Kate Morton","Lake house	 Forgotten garden	 Shifting fog	 Secret keeper	 Distant hours	 House at riverton","http://viaf.org/viaf/32308361"
"1954-12-24","","male","Kazunori Itô","","http://viaf.org/viaf/164928803"
"1890-02-12","1953-07-12","male","Kostas Ouranis","Ισπανια	 Taxidia	 Poems.","http://viaf.org/viaf/34611661"
"1952","","female","Lisa Jackson","You don't want to know	 Jackson, Lisa	 Shiver	 Chosen to die	 Wicked lies	 Night before	 Without mercy	 Cold blooded	 Malice	 Almost dead","http://viaf.org/viaf/50377559"
"1788-01-22","1824-04-19","male","George Gordon Byron Byron","Hebrew melodies	 Manfred	 Childe Harold's pilgrimage.	 Two Foscari	 Mazeppa	 The Giaour	 Byron, George Gordon Byron,	 English Bards & Scotch Reviewers	 Byron, George Gordon	 Byron, George Gordon Noel,","http://viaf.org/viaf/95230688"
"1977-09-11","","male","Ludovic Hubler","Monde en stop cinq années à l'école de la vie","http://viaf.org/viaf/107621967"
"1946-11-25","","male","Marc Tolon Brown","Arthur's family vacation	 Arthur's baby	 Arthur's teacher trouble	 Arthur's first sleepover	 Arthur's Thanksgiving	 Arthur writes a story	 Arthur's chicken pox	 Arthur's pet business	 Arthur's birthday	 Arthur's Halloween","http://viaf.org/viaf/90724658"
"1964-05-13","","female","Mari Akasaka","ミューズ	 Vaiburēta","http://viaf.org/viaf/49456527"
"1969-02-08","","female","Mary Robinette Kowal","Shades of milk and honey	 Kowal, Mary Robinette,","http://viaf.org/viaf/121205922"
"1976-08-29","","female","Mieko Kawakami","Misu Aisu Sandoicchi.	 乳と卵	 人生が用意するもの	 すべて真夜中の恋人たち","http://viaf.org/viaf/119665451"
"1803-08-29","1875-03-06","male","Mirzā Dabīr","Dabīr,","http://viaf.org/viaf/55236025"
"1933-01-31","2017-10-05","female","Nora Johnson","Perfect together	 World of Henry Orient","http://viaf.org/viaf/24808475"
"1958-07-18","","male","Nuccio Ordine","Teoria della novella e teoria del riso nel Cinquecento	 Cabala dell'asino : asinità e conoscenza in giordano bruno	 Ordine, Nuccio,","http://viaf.org/viaf/112167897"
"1960-04-00","","female","Pamela Freeman","Deep water	 Freeman, Pamela.	 Blood Ties","http://viaf.org/viaf/81344833"
"1965-04-08","","male","Peter Telep","Tom Clancy's splinter cell : blacklist aftermath	 Space : above and beyond	 Choke Point	 Tom Clancy's Endwar : the Missing","http://viaf.org/viaf/55005906"
"1960-06-07","","male","Philip Palmer","Debatable space","http://viaf.org/viaf/80941081"
"1969-01-15","","male","Raegan Butcher","","http://viaf.org/viaf/51391365"
"1983-02-28","","male","Rob Margolies","","http://viaf.org/viaf/255331264"
"1953-02-20","","male","Roberto Ampuero Espinoza","Halcones de la noche	 Boleros en la Habana	 Guerra de los duraznos	 Quién mató a Cristián Kustermann?	 Alemán de atacama	 Último tango de salvador allende	 Nuestros años verde olivo	 Caso neruda	 Amantes de estocolmo	 Cita en el azul profundo","http://viaf.org/viaf/115885661"
"1962-07-16","","male","Ross King","Michelangelo & the Pope's ceiling	 Mad enchantment : Claude Monet and the painting of the water lilies	 Leonardo and The Last Supper	 Brunelleschi's Dome	 Ex libris	 Machiavelli	 Judgement of paris : manet, meissonier and an artistic revolution	 Domino","http://viaf.org/viaf/114787145"
"1965-04-03","","female","Stacey Richter","","http://viaf.org/viaf/74742236"
"1960-10-11","","male","Stephen Taylor","","http://viaf.org/viaf/294494348"
"1952","","male","T. Davis Bunn","Rhineland inheritance	 Return to Harmony	 Hidden flame	 Drummer in the dark	 Damascus way	 Great divide	 Bunn, T. Davis,	 Beloved land","http://viaf.org/viaf/22863027"
"1948-02-25","","female","Tamara McKinley","Lands beyond the sea	 Jacaranda vines	 Summer lightning	 Ocean Child	 Windflowers	 Echoes from afar	 Matilda's last waltz	 Kingdom for the brave	 Dreamscapes	 Undercurrents","http://viaf.org/viaf/84062313"
"1979-03-09","","male","Tom Lloyd","Twilight reign	 Stormcaller	 Grave thief	 Ragged man	 Dusk watchman","http://viaf.org/viaf/30752506"
"1979-02-19","","male","Tom Rob Smith","Secret speech	 Agent 6	 Farm	 Child 44","http://viaf.org/viaf/79569465"
"1983-09-01","","male","Tony Tulathimutte","","http://viaf.org/viaf/233157122"
"1970-10-28","","male","Watt Key","Alabama moon	 Dirt road home	 Terror at Bottle Creek","http://viaf.org/viaf/232711741"
"1975-07-07","","male","Zakhar Prilepin","Грех : рассказы	 Черная обезьяна : роман	 San'kâ	 Obitel'	 Černaja obez'jana : roman	 Восьмерка : маленькие повести	 Greh : roman v rasskazah	 Prilepin, Zahar	 Санькя : роман	 Патологии : роман","http://viaf.org/viaf/59402493"
"1811-11-26","1871-11-10","male","Dick King","","http://viaf.org/viaf/24160143"
"1930-01-01","","male","Adonis","Adūnīs,	 Adunis,	 Violence et Islam.	 Aġānī Mihyar ad-Dimašqī	 Kitāb	 Aghani Mihyar al-Dimashqi	 مقدمة للشعر العربي","http://viaf.org/viaf/27059798"
"1939-05-04","","male","Amos Oz","Oz, Amos.	 Ad Mavet	 Pitom be-omek ha-yaar.	 אותו הים	 Ben Haverim	 Oz, Amos	 מיכאל שלי	 Haruze ha-hayyim veha-mawet	 מצב השלישי	 עוז, עמוס,","http://viaf.org/viaf/39382165"
"1946-12-20","","male","Andrei Codrescu","Wakefield	 Messiah : a novel	 Seria Andrei Codrescu	 Codrescu, Andrei,	 Poetry lesson	 Blood countess : a novel	 Ay, Cuba!	 Posthuman dada guide : tzara & lenin play chess	 Casanova in Bohemia","http://viaf.org/viaf/22157940"
"1672-01-17","1731-12-26","male","Antoine Houdar de La Motte","Inés de Castro, tragedie	 Fables nouvelles	 Les originaux ou l'Italien	 Issé	 Pygmalion","http://viaf.org/viaf/24611020"
"1942-12-16","1970-12-11","male","Arthur Nortje","","http://viaf.org/viaf/7514750"
"1960-12-08","","male","Bill McKibben","Eaarth : making a life on a tough new planet	 Age of missing information	 End of nature	 Enough","http://viaf.org/viaf/24639738"
"1911-10-05","1966-04-01","male","Myles Na Gopaleen","Hard life : a novel	 Dalkey archive	 O'Brien	 O'Brien, Flann	 Cruiskeen lawn.	 At swim-two-birds	 Stories and plays	 Best of Myles.	 O'Brien, Flann,","http://viaf.org/viaf/22146540"
"1926-01-13","2003-10-09","female","Carolyn G. Heilbrun","Last gift of time : life beyond sixty	 Writing a woman's life	 Hamlet's mother and other women","http://viaf.org/viaf/120719219"
"1964-10-18","","male","Charles Stross","Atrocity archives	 Jennifer morgue	 Iron sunrise	 Glasshouse	 Fuller memorandum	 Accelerando	 The Family Trade	 Hidden family	 Singularity sky	 Clan corporate","http://viaf.org/viaf/10094371"
"1831-12-22","1884-02-17","male","Charles Stuart Calverley","","http://viaf.org/viaf/38066632"
"1801-12-11","1836-09-12","male","Christian Dietrich Grabbe","Herzog Theodor von Gothland	 Scherz, Satire, Ironie und tiefere Bedeutung	 Grabbe, Christian Dietrich	 Hannibal	 Die Hohenstaufen","http://viaf.org/viaf/14852092"
"1913-10-10","2005-07-06","male","Claude Simon","L' herbe	 Histoire	 La bataille de Pharsale	 Le palace	 Simon, Claude (1913-2005).	 Route des Flandres	 Simon	 Triptyque	 Le Tramway	 Le jardin des plantes","http://viaf.org/viaf/88954280"
